id_produk,minggu,tanggal_transaksi,current_event,id_toko,harga_promosi,diskon,margin_promosi,hari_jual,kedaluwarsa
P0000195,107,2025-01-18,Promo Akhir Pekan,1,3400,0.0997,0.0588,120,245
P0005373,107,2025-01-18,Promo Akhir Pekan,1,19100,0.0839,0.1309,164,201
P0008766,107,2025-01-18,Promo Akhir Pekan,1,5100,0.1775,0.0588,148,217
P0001175,107,2025-01-18,Promo Akhir Pekan,1,17700,0.1404,0.0395,91,274
P0006902,107,2025-01-18,Promo Akhir Pekan,1,25100,0.1091,0.0637,29,336
P0006617,107,2025-01-18,Promo Akhir Pekan,1,34900,0.0719,0.1633,109,256
P0007563,107,2025-01-18,Promo Akhir Pekan,1,18700,0.0958,0.0428,113,252
P0007995,107,2025-01-18,Promo Akhir Pekan,1,24000,0.0944,0.0375,69,296
P0008921,107,2025-01-18,Promo Akhir Pekan,1,18383,0.1707,0.0154,110,255
P0005353,107,2025-01-18,Promo Akhir Pekan,1,2400,0.1291,0.0417,98,267
P0001262,107,2025-01-18,Promo Akhir Pekan,1,6000,0.0615,0.1,121,244
P0007975,107,2025-01-18,Promo Akhir Pekan,1,8600,0.1261,0.1163,1,9
P0000637,107,2025-01-18,Promo Akhir Pekan,1,17500,0.0559,0.1714,164,201
P0005225,107,2025-01-18,Promo Akhir Pekan,1,2600,0.0826,0.0769,64,301
P0005376,107,2025-01-18,Promo Akhir Pekan,1,14239,0.173,0.0308,169,196
P0007217,107,2025-01-18,Promo Akhir Pekan,1,10772,0.3755,0.0345,4,6
P0007643,107,2025-01-18,Promo Akhir Pekan,1,8159,0.3599,0.044,6,4
P0007613,107,2025-01-18,Promo Akhir Pekan,1,21500,0.0622,0.1581,41,324
P0000570,107,2025-01-18,Promo Akhir Pekan,1,17400,0.1366,0.069,152,213
P0007726,107,2025-01-18,Promo Akhir Pekan,1,27000,0.0566,0.1667,27,338
P0002880,107,2025-01-18,Promo Akhir Pekan,1,3700,0.0618,0.0811,178,187
P0003158,107,2025-01-18,Promo Akhir Pekan,1,4785,0.3023,0.0596,3,7
P0006790,107,2025-01-18,Promo Akhir Pekan,1,5683,0.1706,0.0674,132,233
P0007615,107,2025-01-18,Promo Akhir Pekan,1,6000,0.0771,0.0833,1,9
P0003926,107,2025-01-18,Promo Akhir Pekan,1,21000,0.1107,0.0429,174,191
P0004055,107,2025-01-18,Promo Akhir Pekan,1,3000,0.1693,0.0667,115,250
P0001961,107,2025-01-18,Promo Akhir Pekan,1,15092,0.1986,0.0193,49,316
P0005462,107,2025-01-18,Promo Akhir Pekan,1,30456,0.1836,0.0084,132,233
P0015903,107,2025-01-18,Promo Akhir Pekan,2,33300,0.0669,0.1562,117,248
P0017899,107,2025-01-18,Promo Akhir Pekan,2,5100,0.1441,0.0196,134,231
P0010851,107,2025-01-18,Promo Akhir Pekan,2,18500,0.1034,0.1027,63,302
P0019628,107,2025-01-18,Promo Akhir Pekan,2,20600,0.0749,0.0971,110,255
P0018432,107,2025-01-18,Promo Akhir Pekan,2,9400,0.1234,0.0638,108,257
P0013255,107,2025-01-18,Promo Akhir Pekan,2,16900,0.1175,0.1065,139,226
P0013758,107,2025-01-18,Promo Akhir Pekan,2,5900,0.1035,0.1356,111,254
P0012697,107,2025-01-18,Promo Akhir Pekan,2,9685,0.1519,0.0191,34,331
P0011145,107,2025-01-18,Promo Akhir Pekan,2,4823,0.144,0.067,1,9
P0013501,107,2025-01-18,Promo Akhir Pekan,2,10138,0.1956,0.0235,111,254
P0012141,107,2025-01-18,Promo Akhir Pekan,2,24800,0.0728,0.1169,179,186
P0015997,107,2025-01-18,Promo Akhir Pekan,2,12030,0.442,0.0274,3,7
P0017341,107,2025-01-18,Promo Akhir Pekan,2,24200,0.1217,0.0868,51,314
P0010324,107,2025-01-18,Promo Akhir Pekan,2,22600,0.1182,0.1018,136,229
P0016863,107,2025-01-18,Promo Akhir Pekan,2,27220,0.1741,0.0154,96,269
P0020435,107,2025-01-18,Promo Akhir Pekan,2,31400,0.1094,0.1019,72,293
P0016802,107,2025-01-18,Promo Akhir Pekan,2,22300,0.1423,0.0269,169,196
P0019473,107,2025-01-18,Promo Akhir Pekan,2,2204,0.1321,0.0926,120,245
P0011879,107,2025-01-18,Promo Akhir Pekan,2,4300,0.1976,0.0233,42,323
P0018467,107,2025-01-18,Promo Akhir Pekan,2,10200,0.1749,0.0392,99,266
P0012172,107,2025-01-18,Promo Akhir Pekan,2,9928,0.4334,0.033,6,4
P0015607,107,2025-01-18,Promo Akhir Pekan,2,12000,0.0977,0.1167,121,244
P0010177,107,2025-01-18,Promo Akhir Pekan,2,7400,0.111,0.0676,70,295
P0018187,107,2025-01-18,Promo Akhir Pekan,2,25173,0.1719,0.0069,48,317
P0020123,107,2025-01-18,Promo Akhir Pekan,2,4300,0.0958,0.0465,1,9
P0020165,107,2025-01-18,Promo Akhir Pekan,2,46000,0.0555,0.1478,169,196
P0020021,107,2025-01-18,Promo Akhir Pekan,2,24217,0.1995,0.009,56,309
P0021136,107,2025-01-18,Promo Akhir Pekan,2,39400,0.1489,0.0457,152,213
P0009236,107,2025-01-18,Promo Akhir Pekan,2,2500,0.1683,0.04,118,247
P0010102,107,2025-01-18,Promo Akhir Pekan,2,5900,0.1373,0.0847,51,314
P0012915,107,2025-01-18,Promo Akhir Pekan,2,36700,0.059,0.1199,69,296
P0019980,107,2025-01-18,Promo Akhir Pekan,2,20700,0.1596,0.0483,89,276
P0017411,107,2025-01-18,Promo Akhir Pekan,2,39600,0.0913,0.1212,54,311
P0009901,107,2025-01-18,Promo Akhir Pekan,2,44500,0.1946,0.0315,171,194
P0013889,107,2025-01-18,Promo Akhir Pekan,2,7800,0.1523,0.0385,2,8
P0009546,107,2025-01-18,Promo Akhir Pekan,2,8000,0.0632,0.175,72,293
P0013987,107,2025-01-18,Promo Akhir Pekan,2,43400,0.1483,0.0276,36,329
P0011591,107,2025-01-18,Promo Akhir Pekan,2,3299,0.3097,0.1209,6,4
P0014791,107,2025-01-18,Promo Akhir Pekan,2,18300,0.1419,0.0437,138,227
P0020669,107,2025-01-18,Promo Akhir Pekan,2,12135,0.3201,0.0276,4,6
P0016163,107,2025-01-18,Promo Akhir Pekan,2,24400,0.0949,0.1025,49,316
P0016322,107,2025-01-18,Promo Akhir Pekan,2,10700,0.1654,0.0374,26,339
P0013360,107,2025-01-18,Promo Akhir Pekan,2,3600,0.0936,0.0556,69,296
P0015934,107,2025-01-18,Promo Akhir Pekan,2,8700,0.1878,0.0115,134,231
P0013167,107,2025-01-18,Promo Akhir Pekan,2,7600,0.0883,0.1447,142,223
P0017277,107,2025-01-18,Promo Akhir Pekan,2,9699,0.1607,0.0205,155,210
P0010576,107,2025-01-18,Promo Akhir Pekan,2,14500,0.1374,0.0414,166,199
P0011399,107,2025-01-18,Promo Akhir Pekan,2,17100,0.1098,0.0936,71,294
P0020837,107,2025-01-18,Promo Akhir Pekan,2,16600,0.0752,0.1386,120,245
P0018362,107,2025-01-18,Promo Akhir Pekan,2,2500,0.0821,0.16,95,270
P0015931,107,2025-01-18,Promo Akhir Pekan,2,6500,0.0673,0.1385,171,194
P0013024,107,2025-01-18,Promo Akhir Pekan,2,16800,0.0899,0.131,158,207
P0015079,107,2025-01-18,Promo Akhir Pekan,2,25700,0.0822,0.1128,49,316
P0014397,107,2025-01-18,Promo Akhir Pekan,2,7500,0.117,0.0267,102,263
P0012341,107,2025-01-18,Promo Akhir Pekan,2,15600,0.0573,0.1154,168,197
P0019823,107,2025-01-18,Promo Akhir Pekan,2,11800,0.13,0.0932,169,196
P0009882,107,2025-01-18,Promo Akhir Pekan,2,3457,0.1954,0.1033,171,194
P0015273,107,2025-01-18,Promo Akhir Pekan,2,2200,0.0967,0.1364,78,287
P0018093,107,2025-01-18,Promo Akhir Pekan,2,56100,0.1395,0.0285,153,212
P0010289,107,2025-01-18,Promo Akhir Pekan,2,5529,0.313,0.0776,5,5
P0013271,107,2025-01-18,Promo Akhir Pekan,2,12600,0.1854,0.0159,131,234
P0018370,107,2025-01-18,Promo Akhir Pekan,2,14380,0.1975,0.0195,17,348
P0012594,107,2025-01-18,Promo Akhir Pekan,2,28400,0.1458,0.0704,72,293
P0015942,107,2025-01-18,Promo Akhir Pekan,2,5100,0.0742,0.1569,134,231
P0019001,107,2025-01-18,Promo Akhir Pekan,2,23600,0.149,0.0381,158,207
P0015029,107,2025-01-18,Promo Akhir Pekan,2,21700,0.0913,0.1429,83,282
P0020015,107,2025-01-18,Promo Akhir Pekan,2,23100,0.0751,0.0866,139,226
P0012785,107,2025-01-18,Promo Akhir Pekan,2,29300,0.1794,0.0375,74,291
P0016425,107,2025-01-18,Promo Akhir Pekan,2,5900,0.1489,0.0508,142,223
P0011431,107,2025-01-18,Promo Akhir Pekan,2,25500,0.1327,0.102,49,316
P0019588,107,2025-01-18,Promo Akhir Pekan,2,2926,0.3083,0.1114,4,6
P0019444,107,2025-01-18,Promo Akhir Pekan,2,28472,0.382,0.006,4,6
P0019076,107,2025-01-18,Promo Akhir Pekan,2,20400,0.1514,0.0882,178,187
P0011566,107,2025-01-18,Promo Akhir Pekan,2,22900,0.1599,0.0044,65,300
P0015228,107,2025-01-18,Promo Akhir Pekan,2,2184,0.1783,0.0842,70,295
P0019525,107,2025-01-18,Promo Akhir Pekan,2,11200,0.1853,0.0179,124,241
P0014539,107,2025-01-18,Promo Akhir Pekan,2,20200,0.0902,0.1287,26,339
P0015328,107,2025-01-18,Promo Akhir Pekan,2,22000,0.0863,0.0636,32,333
P0019449,107,2025-01-18,Promo Akhir Pekan,2,5211,0.4356,0.0597,4,6
P0010895,107,2025-01-18,Promo Akhir Pekan,2,4800,0.1441,0.0833,150,215
P0018363,107,2025-01-18,Promo Akhir Pekan,2,6621,0.164,0.0183,97,268
P0017711,107,2025-01-18,Promo Akhir Pekan,2,5400,0.1241,0.037,56,309
P0017648,107,2025-01-18,Promo Akhir Pekan,2,30600,0.0847,0.1078,61,304
P0016901,107,2025-01-18,Promo Akhir Pekan,2,24800,0.1321,0.1048,36,329
P0018080,107,2025-01-18,Promo Akhir Pekan,2,7800,0.1886,0.0256,118,247
P0011771,107,2025-01-18,Promo Akhir Pekan,2,18900,0.1495,0.0635,35,330
P0010393,107,2025-01-18,Promo Akhir Pekan,2,5200,0.101,0.1346,141,224
P0014231,107,2025-01-18,Promo Akhir Pekan,2,31000,0.1994,0.0355,84,281
P0016459,107,2025-01-18,Promo Akhir Pekan,2,18800,0.0714,0.1649,102,263
P0021072,107,2025-01-18,Promo Akhir Pekan,2,53200,0.0737,0.109,92,273
P0021460,107,2025-01-18,Promo Akhir Pekan,2,7000,0.1616,0.0143,147,218
P0020261,107,2025-01-18,Promo Akhir Pekan,2,23900,0.092,0.0544,43,322
P0012065,107,2025-01-18,Promo Akhir Pekan,2,3302,0.3227,0.1217,7,3
P0010040,107,2025-01-18,Promo Akhir Pekan,2,21000,0.1889,0.0333,137,228
P0015702,107,2025-01-18,Promo Akhir Pekan,2,20800,0.0986,0.0913,39,326
P0020256,107,2025-01-18,Promo Akhir Pekan,2,12406,0.4397,0.0327,3,7
P0016545,107,2025-01-18,Promo Akhir Pekan,2,23300,0.067,0.0901,128,237
P0010442,107,2025-01-18,Promo Akhir Pekan,2,19600,0.1511,0.051,49,316
P0015850,107,2025-01-18,Promo Akhir Pekan,2,8000,0.0533,0.1125,154,211
P0012115,107,2025-01-18,Promo Akhir Pekan,2,28900,0.0869,0.1557,19,346
P0021032,107,2025-01-18,Promo Akhir Pekan,2,4700,0.0929,0.1489,178,187
P0021189,107,2025-01-18,Promo Akhir Pekan,2,6200,0.1444,0.0323,86,279
P0012550,107,2025-01-18,Promo Akhir Pekan,2,14900,0.0798,0.0738,78,287
P0011520,107,2025-01-18,Promo Akhir Pekan,2,13800,0.1582,0.0145,84,281
P0010117,107,2025-01-18,Promo Akhir Pekan,2,15900,0.1727,0.0377,144,221
P0020692,107,2025-01-18,Promo Akhir Pekan,2,18441,0.1882,0.0076,136,229
P0018443,107,2025-01-18,Promo Akhir Pekan,2,1696,0.3822,0.1156,4,6
P0018991,107,2025-01-18,Promo Akhir Pekan,2,12900,0.0849,0.093,120,245
P0011616,107,2025-01-18,Promo Akhir Pekan,2,9725,0.1796,0.0437,2,8
P0009600,107,2025-01-18,Promo Akhir Pekan,2,22000,0.1435,0.0909,30,335
P0009569,107,2025-01-18,Promo Akhir Pekan,2,39600,0.1323,0.0177,114,251
P0012748,107,2025-01-18,Promo Akhir Pekan,2,1994,0.4251,0.1976,3,7
P0015306,107,2025-01-18,Promo Akhir Pekan,2,17000,0.06,0.1824,165,200
P0013146,107,2025-01-18,Promo Akhir Pekan,2,16600,0.1061,0.0663,22,343
P0012033,107,2025-01-18,Promo Akhir Pekan,2,45025,0.1774,0.005,55,310
P0013177,107,2025-01-18,Promo Akhir Pekan,2,16000,0.1941,0.0437,40,325
P0016788,107,2025-01-18,Promo Akhir Pekan,2,29800,0.1247,0.0369,75,290
P0009630,107,2025-01-18,Promo Akhir Pekan,2,45000,0.1124,0.1289,110,255
P0018944,107,2025-01-18,Promo Akhir Pekan,2,7100,0.1222,0.0141,93,272
P0012067,107,2025-01-18,Promo Akhir Pekan,2,21100,0.1668,0.0095,93,272
P0021182,107,2025-01-18,Promo Akhir Pekan,2,20000,0.108,0.055,64,301
P0010683,107,2025-01-18,Promo Akhir Pekan,2,18800,0.1341,0.1064,120,245
P0011260,107,2025-01-18,Promo Akhir Pekan,2,19700,0.124,0.0964,15,350
P0013524,107,2025-01-18,Promo Akhir Pekan,2,19879,0.1952,0.0241,85,280
P0010237,107,2025-01-18,Promo Akhir Pekan,2,5100,0.0557,0.0784,142,223
P0013244,107,2025-01-18,Promo Akhir Pekan,2,10200,0.1681,0.049,104,261
P0016585,107,2025-01-18,Promo Akhir Pekan,2,43500,0.1685,0.0299,19,346
P0013398,107,2025-01-18,Promo Akhir Pekan,2,19700,0.1021,0.1218,169,196
P0011293,107,2025-01-18,Promo Akhir Pekan,2,15109,0.4175,0.0138,4,6
P0019279,107,2025-01-18,Promo Akhir Pekan,2,15000,0.1081,0.1067,109,256
P0012992,107,2025-01-18,Promo Akhir Pekan,2,17700,0.1992,0.0339,21,344
P0019316,107,2025-01-18,Promo Akhir Pekan,2,21300,0.0663,0.1502,43,322
P0011737,107,2025-01-18,Promo Akhir Pekan,2,50200,0.0675,0.0936,47,318
P0020518,107,2025-01-18,Promo Akhir Pekan,2,6600,0.103,0.0909,119,246
P0009794,107,2025-01-18,Promo Akhir Pekan,2,41000,0.1202,0.0268,48,317
P0018738,107,2025-01-18,Promo Akhir Pekan,2,50200,0.0558,0.1434,117,248
P0016192,107,2025-01-18,Promo Akhir Pekan,2,32500,0.0593,0.0862,151,214
P0010706,107,2025-01-18,Promo Akhir Pekan,2,48100,0.1772,0.0104,63,302
P0009663,107,2025-01-18,Promo Akhir Pekan,2,2864,0.1849,0.162,96,269
P0015144,107,2025-01-18,Promo Akhir Pekan,2,19300,0.1491,0.0881,67,298
P0016808,107,2025-01-18,Promo Akhir Pekan,2,5700,0.1925,0.0175,93,272
P0016185,107,2025-01-18,Promo Akhir Pekan,2,20600,0.1223,0.0485,118,247
P0015728,107,2025-01-18,Promo Akhir Pekan,2,5200,0.1126,0.0769,152,213
P0017689,107,2025-01-18,Promo Akhir Pekan,2,7400,0.0673,0.1216,42,323
P0019406,107,2025-01-18,Promo Akhir Pekan,2,2900,0.1691,0.0345,174,191
P0016263,107,2025-01-18,Promo Akhir Pekan,2,7200,0.0749,0.125,149,216
P0021302,107,2025-01-18,Promo Akhir Pekan,2,15300,0.1592,0.0392,116,249
P0012467,107,2025-01-18,Promo Akhir Pekan,2,9300,0.1645,0.0645,174,191
P0014987,107,2025-01-18,Promo Akhir Pekan,2,13400,0.1333,0.1045,36,329
P0010225,107,2025-01-18,Promo Akhir Pekan,2,6157,0.4816,0.0417,5,5
P0012345,107,2025-01-18,Promo Akhir Pekan,2,14900,0.0882,0.1544,37,328
P0015352,107,2025-01-18,Promo Akhir Pekan,2,59100,0.1053,0.1201,119,246
P0013554,107,2025-01-18,Promo Akhir Pekan,2,30000,0.1476,0.09,116,249
P0020299,107,2025-01-18,Promo Akhir Pekan,2,3400,0.164,0.0588,20,345
P0012118,107,2025-01-18,Promo Akhir Pekan,2,5600,0.0583,0.1429,140,225
P0030692,107,2025-01-18,Promo Akhir Pekan,3,15500,0.1923,0.0129,112,253
P0032284,107,2025-01-18,Promo Akhir Pekan,3,21300,0.0938,0.0798,161,204
P0034345,107,2025-01-18,Promo Akhir Pekan,3,3500,0.1217,0.0857,2,8
P0034235,107,2025-01-18,Promo Akhir Pekan,3,33100,0.1185,0.0695,57,308
P0031349,107,2025-01-18,Promo Akhir Pekan,3,17500,0.171,0.0686,1,9
P0023445,107,2025-01-18,Promo Akhir Pekan,3,3718,0.1864,0.0317,74,291
P0025688,107,2025-01-18,Promo Akhir Pekan,3,45300,0.1619,0.0508,142,223
P0026798,107,2025-01-18,Promo Akhir Pekan,3,5000,0.0818,0.14,104,261
P0022163,107,2025-01-18,Promo Akhir Pekan,3,23588,0.1684,0.0122,15,350
P0034670,107,2025-01-18,Promo Akhir Pekan,3,11300,0.0608,0.0973,15,350
P0027745,107,2025-01-18,Promo Akhir Pekan,3,7800,0.0547,0.141,51,314
P0029843,107,2025-01-18,Promo Akhir Pekan,3,26800,0.1165,0.0933,114,251
P0026706,107,2025-01-18,Promo Akhir Pekan,3,11300,0.0875,0.0531,68,297
P0025575,107,2025-01-18,Promo Akhir Pekan,3,4900,0.1634,0.0204,2,8
P0025459,107,2025-01-18,Promo Akhir Pekan,3,16100,0.1935,0.0373,31,334
P0034335,107,2025-01-18,Promo Akhir Pekan,3,18400,0.1167,0.0326,102,263
P0033930,107,2025-01-18,Promo Akhir Pekan,3,13377,0.1909,0.0132,122,243
P0026771,107,2025-01-18,Promo Akhir Pekan,3,3200,0.0645,0.125,2,8
P0022231,107,2025-01-18,Promo Akhir Pekan,3,7903,0.1578,0.0257,21,344
P0030079,107,2025-01-18,Promo Akhir Pekan,3,11088,0.1764,0.044,168,197
P0031767,107,2025-01-18,Promo Akhir Pekan,3,30180,0.33,0.0093,7,3
P0021787,107,2025-01-18,Promo Akhir Pekan,3,16700,0.0766,0.0599,38,327
P0036000,107,2025-01-18,Promo Akhir Pekan,3,1551,0.394,0.0974,4,6
P0027011,107,2025-01-18,Promo Akhir Pekan,3,10500,0.1183,0.019,73,292
P0030239,107,2025-01-18,Promo Akhir Pekan,3,8700,0.0669,0.069,170,195
P0026982,107,2025-01-18,Promo Akhir Pekan,3,17900,0.1437,0.095,31,334
P0030890,107,2025-01-18,Promo Akhir Pekan,3,5500,0.062,0.0909,53,312
P0030971,107,2025-01-18,Promo Akhir Pekan,3,15615,0.1572,0.0074,176,189
P0023401,107,2025-01-18,Promo Akhir Pekan,3,10600,0.1606,0.0755,165,200
P0025635,107,2025-01-18,Promo Akhir Pekan,3,17372,0.166,0.0099,56,309
P0025078,107,2025-01-18,Promo Akhir Pekan,3,7100,0.1178,0.0282,29,336
P0026489,107,2025-01-18,Promo Akhir Pekan,3,14300,0.15,0.035,152,213
P0034777,107,2025-01-18,Promo Akhir Pekan,3,57300,0.1113,0.1239,40,325
P0024309,107,2025-01-18,Promo Akhir Pekan,3,15468,0.1954,0.0109,38,327
P0024871,107,2025-01-18,Promo Akhir Pekan,3,2200,0.0623,0.0909,98,267
P0021673,107,2025-01-18,Promo Akhir Pekan,3,7400,0.0757,0.0946,28,337
P0024699,107,2025-01-18,Promo Akhir Pekan,3,19400,0.1437,0.0412,70,295
P0034687,107,2025-01-18,Promo Akhir Pekan,3,18600,0.1019,0.043,152,213
P0024865,107,2025-01-18,Promo Akhir Pekan,3,9200,0.0782,0.1413,105,260
P0021864,107,2025-01-18,Promo Akhir Pekan,3,14800,0.0623,0.1216,146,219
P0033554,107,2025-01-18,Promo Akhir Pekan,3,19176,0.1589,0.0144,80,285
P0024453,107,2025-01-18,Promo Akhir Pekan,3,3700,0.1018,0.1351,1,9
P0035172,107,2025-01-18,Promo Akhir Pekan,3,3800,0.0935,0.0526,167,198
P0031324,107,2025-01-18,Promo Akhir Pekan,3,6999,0.1613,0.0284,35,330
P0024688,107,2025-01-18,Promo Akhir Pekan,3,8656,0.3483,0.0411,5,5
P0030432,107,2025-01-18,Promo Akhir Pekan,3,26800,0.13,0.1045,121,244
P0029607,107,2025-01-18,Promo Akhir Pekan,3,14479,0.1546,0.0331,1,9
P0034322,107,2025-01-18,Promo Akhir Pekan,3,14800,0.1776,0.0338,123,242
P0025973,107,2025-01-18,Promo Akhir Pekan,3,3079,0.1827,0.1231,135,230
P0033207,107,2025-01-18,Promo Akhir Pekan,3,8795,0.1746,0.0563,58,307
P0035580,107,2025-01-18,Promo Akhir Pekan,3,20325,0.1613,0.0062,117,248
P0031887,107,2025-01-18,Promo Akhir Pekan,3,28600,0.1379,0.042,101,264
P0034827,107,2025-01-18,Promo Akhir Pekan,3,6200,0.0587,0.1129,67,298
P0029241,107,2025-01-18,Promo Akhir Pekan,3,8300,0.1069,0.1325,106,259
P0023402,107,2025-01-18,Promo Akhir Pekan,3,15786,0.1832,0.0245,129,236
P0029929,107,2025-01-18,Promo Akhir Pekan,3,22400,0.0877,0.0893,157,208
P0032651,107,2025-01-18,Promo Akhir Pekan,3,7000,0.1467,0.0714,163,202
P0032511,107,2025-01-18,Promo Akhir Pekan,3,46458,0.1963,0.0099,135,230
P0034171,107,2025-01-18,Promo Akhir Pekan,3,19600,0.1952,0.0204,108,257
P0034837,107,2025-01-18,Promo Akhir Pekan,3,49000,0.1023,0.0857,49,316
P0021751,107,2025-01-18,Promo Akhir Pekan,3,10400,0.1702,0.0288,100,265
P0034039,107,2025-01-18,Promo Akhir Pekan,3,5670,0.4777,0.0829,3,7
P0025289,107,2025-01-18,Promo Akhir Pekan,3,9200,0.1367,0.0652,177,188
P0033398,107,2025-01-18,Promo Akhir Pekan,3,47300,0.1261,0.093,142,223
P0032838,107,2025-01-18,Promo Akhir Pekan,3,5583,0.1995,0.0328,94,271
P0025351,107,2025-01-18,Promo Akhir Pekan,3,12300,0.1005,0.0569,131,234
P0025252,107,2025-01-18,Promo Akhir Pekan,3,15000,0.0722,0.1467,99,266
P0027508,107,2025-01-18,Promo Akhir Pekan,3,18900,0.0985,0.0847,91,274
P0030871,107,2025-01-18,Promo Akhir Pekan,3,8400,0.0881,0.0952,157,208
P0026702,107,2025-01-18,Promo Akhir Pekan,3,19174,0.1835,0.0195,157,208
P0023723,107,2025-01-18,Promo Akhir Pekan,3,34600,0.1297,0.0925,36,329
P0035075,107,2025-01-18,Promo Akhir Pekan,3,8300,0.0751,0.1566,97,268
P0023827,107,2025-01-18,Promo Akhir Pekan,3,9200,0.1585,0.0543,86,279
P0026905,107,2025-01-18,Promo Akhir Pekan,3,5200,0.187,0.0577,176,189
P0031406,107,2025-01-18,Promo Akhir Pekan,3,7700,0.1295,0.0519,145,220
P0024548,107,2025-01-18,Promo Akhir Pekan,3,9354,0.1834,0.0485,66,299
P0025847,107,2025-01-18,Promo Akhir Pekan,3,10400,0.0936,0.0481,60,305
P0027020,107,2025-01-18,Promo Akhir Pekan,3,28900,0.1011,0.128,58,307
P0022531,107,2025-01-18,Promo Akhir Pekan,3,6295,0.1748,0.031,70,295
P0024654,107,2025-01-18,Promo Akhir Pekan,3,17416,0.4488,0.0239,6,4
P0035877,107,2025-01-18,Promo Akhir Pekan,3,11400,0.1449,0.0175,154,211
P0032126,107,2025-01-18,Promo Akhir Pekan,3,3436,0.1541,0.0396,86,279
P0021549,107,2025-01-18,Promo Akhir Pekan,3,2900,0.0918,0.1379,147,218
P0024706,107,2025-01-18,Promo Akhir Pekan,3,8581,0.1828,0.0444,122,243
P0026630,107,2025-01-18,Promo Akhir Pekan,3,12300,0.0818,0.1463,21,344
P0021949,107,2025-01-18,Promo Akhir Pekan,3,18275,0.3795,0.0205,3,7
P0024806,107,2025-01-18,Promo Akhir Pekan,3,9800,0.0558,0.102,114,251
P0032017,107,2025-01-18,Promo Akhir Pekan,3,10900,0.1777,0.0275,104,261
P0025139,107,2025-01-18,Promo Akhir Pekan,3,34300,0.1731,0.0554,178,187
P0023465,107,2025-01-18,Promo Akhir Pekan,3,20043,0.1552,0.0221,153,212
P0028707,107,2025-01-18,Promo Akhir Pekan,3,5600,0.1187,0.0714,173,192
P0025757,107,2025-01-18,Promo Akhir Pekan,3,15252,0.4585,0.0231,4,6
P0026247,107,2025-01-18,Promo Akhir Pekan,3,11400,0.0709,0.114,18,347
P0024779,107,2025-01-18,Promo Akhir Pekan,3,12300,0.0992,0.0488,39,326
P0029441,107,2025-01-18,Promo Akhir Pekan,3,8694,0.1615,0.0223,33,332
P0023374,107,2025-01-18,Promo Akhir Pekan,3,2532,0.4273,0.0521,3,7
P0029799,107,2025-01-18,Promo Akhir Pekan,3,14200,0.0824,0.0986,150,215
P0026077,107,2025-01-18,Promo Akhir Pekan,3,67800,0.1007,0.1298,56,309
P0030070,107,2025-01-18,Promo Akhir Pekan,3,14300,0.118,0.0979,42,323
P0024878,107,2025-01-18,Promo Akhir Pekan,3,1576,0.3854,0.1117,6,4
P0029989,107,2025-01-18,Promo Akhir Pekan,3,17577,0.3094,0.0158,4,6
P0035633,107,2025-01-18,Promo Akhir Pekan,3,25600,0.1017,0.0781,158,207
P0031578,107,2025-01-18,Promo Akhir Pekan,3,7900,0.1102,0.1139,162,203
P0028832,107,2025-01-18,Promo Akhir Pekan,3,14200,0.0638,0.1268,53,312
P0028731,107,2025-01-18,Promo Akhir Pekan,3,7700,0.0607,0.1039,50,315
P0029348,107,2025-01-18,Promo Akhir Pekan,3,52100,0.0779,0.096,116,249
P0030082,107,2025-01-18,Promo Akhir Pekan,3,4344,0.4962,0.0562,4,6
P0031610,107,2025-01-18,Promo Akhir Pekan,3,3889,0.1388,0.1257,37,328
P0035967,107,2025-01-18,Promo Akhir Pekan,3,28500,0.0975,0.1298,140,225
P0031430,107,2025-01-18,Promo Akhir Pekan,3,2700,0.0942,0.1111,33,332
P0023177,107,2025-01-18,Promo Akhir Pekan,3,11144,0.188,0.0398,60,305
P0032634,107,2025-01-18,Promo Akhir Pekan,3,12600,0.0982,0.0714,87,278
P0034143,107,2025-01-18,Promo Akhir Pekan,3,13101,0.1444,0.0306,27,338
P0028507,107,2025-01-18,Promo Akhir Pekan,3,8900,0.1093,0.0787,65,300
P0025796,107,2025-01-18,Promo Akhir Pekan,3,24300,0.1581,0.07,156,209
P0029607,107,2025-01-18,Promo Akhir Pekan,3,14331,0.1957,0.0231,1,9
P0031822,107,2025-01-18,Promo Akhir Pekan,3,5200,0.1262,0.0769,1,9
P0021893,107,2025-01-18,Promo Akhir Pekan,3,5075,0.1866,0.0542,110,255
P0027969,107,2025-01-18,Promo Akhir Pekan,3,13366,0.1733,0.0199,36,329
P0026287,107,2025-01-18,Promo Akhir Pekan,3,17300,0.0638,0.1387,70,295
P0028885,107,2025-01-18,Promo Akhir Pekan,3,15100,0.1771,0.0265,33,332
P0023146,107,2025-01-18,Promo Akhir Pekan,3,13500,0.1622,0.0444,76,289
P0031828,107,2025-01-18,Promo Akhir Pekan,3,13500,0.1001,0.0296,165,200
P0024376,107,2025-01-18,Promo Akhir Pekan,3,52300,0.0653,0.1185,127,238
P0028592,107,2025-01-18,Promo Akhir Pekan,3,3565,0.1489,0.1024,32,333
P0035193,107,2025-01-18,Promo Akhir Pekan,3,10521,0.1775,0.0305,141,224
P0035109,107,2025-01-18,Promo Akhir Pekan,3,6300,0.1743,0.0159,2,8
P0024559,107,2025-01-18,Promo Akhir Pekan,3,28500,0.1397,0.0632,139,226
