id_produk,minggu,tanggal_transaksi,current_event,id_toko,harga_promosi,diskon,margin_promosi,hari_jual,kedaluwarsa
P0035327,3,2023-01-21,Promo Akhir Pekan,3,66623,0.1936,0.0033,23,342
P0032791,3,2023-01-21,Promo Akhir Pekan,3,3300,0.1042,0.0909,147,218
P0025494,3,2023-01-21,Promo Akhir Pekan,3,22500,0.058,0.16,74,291
P0034557,3,2023-01-21,Promo Akhir Pekan,3,17582,0.4944,0.0217,3,7
P0029768,3,2023-01-21,Promo Akhir Pekan,3,4900,0.1661,0.0612,99,266
P0023630,3,2023-01-21,Promo Akhir Pekan,3,50200,0.0687,0.1633,66,299
P0028858,3,2023-01-21,Promo Akhir Pekan,3,40300,0.1067,0.0769,82,283
P0028874,3,2023-01-21,Promo Akhir Pekan,3,5023,0.392,0.0245,4,6
P0023522,3,2023-01-21,Promo Akhir Pekan,3,4800,0.066,0.1667,141,224
P0033484,3,2023-01-21,Promo Akhir Pekan,3,9800,0.1129,0.102,122,243
P0035363,3,2023-01-21,Promo Akhir Pekan,3,28500,0.1503,0.0105,147,218
P0026071,3,2023-01-21,Promo Akhir Pekan,3,4100,0.1535,0.0976,134,231
P0022877,3,2023-01-21,Promo Akhir Pekan,3,2500,0.1627,0.04,120,245
P0028209,3,2023-01-21,Promo Akhir Pekan,3,3323,0.1802,0.1273,34,331
P0023744,3,2023-01-21,Promo Akhir Pekan,3,2827,0.1913,0.0803,115,250
P0026927,3,2023-01-21,Promo Akhir Pekan,3,7400,0.0762,0.1622,138,227
P0031821,3,2023-01-21,Promo Akhir Pekan,3,8449,0.1555,0.0531,42,323
P0028911,3,2023-01-21,Promo Akhir Pekan,3,26730,0.4576,0.0049,6,4
P0036008,3,2023-01-21,Promo Akhir Pekan,3,8000,0.1854,0.0375,70,295
P0026972,3,2023-01-21,Promo Akhir Pekan,3,5400,0.1061,0.1111,174,191
P0031943,3,2023-01-21,Promo Akhir Pekan,3,14300,0.1703,0.049,166,199
P0032173,3,2023-01-21,Promo Akhir Pekan,3,6231,0.3457,0.0531,7,3
P0027687,3,2023-01-21,Promo Akhir Pekan,3,6200,0.0572,0.1774,26,339
P0036043,3,2023-01-21,Promo Akhir Pekan,3,73000,0.143,0.0562,161,204
P0032994,3,2023-01-21,Promo Akhir Pekan,3,14900,0.0618,0.1275,38,327
P0023644,3,2023-01-21,Promo Akhir Pekan,3,17964,0.3729,0.0091,3,7
P0028692,3,2023-01-21,Promo Akhir Pekan,3,34000,0.0842,0.1176,37,328
P0026328,3,2023-01-21,Promo Akhir Pekan,3,12000,0.1784,0.0083,151,214
P0024516,3,2023-01-21,Promo Akhir Pekan,3,3400,0.1371,0.0294,171,194
P0029622,3,2023-01-21,Promo Akhir Pekan,3,13000,0.0547,0.1692,28,337
P0032636,3,2023-01-21,Promo Akhir Pekan,3,1975,0.4989,0.1899,7,3
P0025402,3,2023-01-21,Promo Akhir Pekan,3,17200,0.0687,0.0988,78,287
P0028494,3,2023-01-21,Promo Akhir Pekan,3,20900,0.1062,0.0766,68,297
P0021652,3,2023-01-21,Promo Akhir Pekan,3,18500,0.1495,0.0162,68,297
P0029812,3,2023-01-21,Promo Akhir Pekan,3,5800,0.0783,0.1034,33,332
P0029081,3,2023-01-21,Promo Akhir Pekan,3,12100,0.1431,0.0744,63,302
P0026953,3,2023-01-21,Promo Akhir Pekan,3,1700,0.1148,0.1176,168,197
P0035730,3,2023-01-21,Promo Akhir Pekan,3,12500,0.1498,0.072,16,349
P0026900,3,2023-01-21,Promo Akhir Pekan,3,7100,0.1671,0.0563,170,195
P0029446,3,2023-01-21,Promo Akhir Pekan,3,33700,0.0683,0.1246,102,263
P0023890,3,2023-01-21,Promo Akhir Pekan,3,18800,0.0795,0.1383,100,265
P0024865,3,2023-01-21,Promo Akhir Pekan,3,9300,0.0683,0.1505,31,334
P0032422,3,2023-01-21,Promo Akhir Pekan,3,21300,0.1916,0.0282,179,186
P0026802,3,2023-01-21,Promo Akhir Pekan,3,69000,0.1417,0.0739,135,230
P0025912,3,2023-01-21,Promo Akhir Pekan,3,4800,0.1031,0.0625,55,310
P0032928,3,2023-01-21,Promo Akhir Pekan,3,36300,0.0589,0.1543,99,266
P0028557,3,2023-01-21,Promo Akhir Pekan,3,43300,0.1325,0.0808,164,201
P0022753,3,2023-01-21,Promo Akhir Pekan,3,4600,0.0651,0.1087,87,278
P0034927,3,2023-01-21,Promo Akhir Pekan,3,8736,0.1806,0.027,117,248
P0026829,3,2023-01-21,Promo Akhir Pekan,3,17800,0.0988,0.0899,20,345
P0028279,3,2023-01-21,Promo Akhir Pekan,3,6900,0.1869,0.0435,66,299
P0027038,3,2023-01-21,Promo Akhir Pekan,3,9844,0.3149,0.0349,4,6
P0033190,3,2023-01-21,Promo Akhir Pekan,3,5784,0.1894,0.0491,110,255
P0024712,3,2023-01-21,Promo Akhir Pekan,3,30000,0.1137,0.0267,109,256
P0026689,3,2023-01-21,Promo Akhir Pekan,3,6100,0.054,0.1639,52,313
P0029107,3,2023-01-21,Promo Akhir Pekan,3,5427,0.3769,0.0603,5,5
P0033981,3,2023-01-21,Promo Akhir Pekan,3,23300,0.0722,0.1545,123,242
P0030873,3,2023-01-21,Promo Akhir Pekan,3,17373,0.1912,0.0272,98,267
P0032930,3,2023-01-21,Promo Akhir Pekan,3,23469,0.1708,0.0115,75,290
P0028153,3,2023-01-21,Promo Akhir Pekan,3,1673,0.1547,0.1632,45,320
P0031983,3,2023-01-21,Promo Akhir Pekan,3,23200,0.0873,0.1293,93,272
P0025990,3,2023-01-21,Promo Akhir Pekan,3,17111,0.1485,0.0182,58,307
P0026205,3,2023-01-21,Promo Akhir Pekan,3,3400,0.097,0.1471,133,232
P0034998,3,2023-01-21,Promo Akhir Pekan,3,10900,0.1041,0.0917,124,241
P0033836,3,2023-01-21,Promo Akhir Pekan,3,26300,0.1792,0.057,30,335
P0028018,3,2023-01-21,Promo Akhir Pekan,3,4600,0.1278,0.0435,151,214
P0026653,3,2023-01-21,Promo Akhir Pekan,3,29300,0.1325,0.0785,128,237
P0028871,3,2023-01-21,Promo Akhir Pekan,3,28300,0.057,0.1767,65,300
P0023544,3,2023-01-21,Promo Akhir Pekan,3,8900,0.0942,0.1348,119,246
P0034689,3,2023-01-21,Promo Akhir Pekan,3,8900,0.1847,0.0225,169,196
P0034411,3,2023-01-21,Promo Akhir Pekan,3,2196,0.4951,0.1803,3,7
P0028989,3,2023-01-21,Promo Akhir Pekan,3,43000,0.0591,0.1558,103,262
P0041152,3,2023-01-21,Promo Akhir Pekan,4,15793,0.1699,0.0122,33,332
P0040102,3,2023-01-21,Promo Akhir Pekan,4,14900,0.118,0.0671,112,253
P0048862,3,2023-01-21,Promo Akhir Pekan,4,14800,0.1097,0.0811,31,334
P0047390,3,2023-01-21,Promo Akhir Pekan,4,21189,0.1861,0.0089,179,186
P0043218,3,2023-01-21,Promo Akhir Pekan,4,23000,0.1778,0.0522,85,280
P0037346,3,2023-01-21,Promo Akhir Pekan,4,38700,0.1359,0.0698,31,334
P0039277,3,2023-01-21,Promo Akhir Pekan,4,20000,0.1148,0.035,29,336
P0048430,3,2023-01-21,Promo Akhir Pekan,4,9855,0.1954,0.0462,152,213
P0037401,3,2023-01-21,Promo Akhir Pekan,4,8836,0.1422,0.038,39,326
P0039676,3,2023-01-21,Promo Akhir Pekan,4,39691,0.1608,0.0073,145,220
P0045263,3,2023-01-21,Promo Akhir Pekan,4,28830,0.453,0.008,5,5
P0048005,3,2023-01-21,Promo Akhir Pekan,4,13541,0.1971,0.0104,92,273
P0036219,3,2023-01-21,Promo Akhir Pekan,4,3000,0.0535,0.1,151,214
P0047980,3,2023-01-21,Promo Akhir Pekan,4,20700,0.1375,0.1014,97,268
P0046379,3,2023-01-21,Promo Akhir Pekan,4,26253,0.161,0.0134,122,243
P0037040,3,2023-01-21,Promo Akhir Pekan,4,6200,0.1427,0.0323,152,213
P0038629,3,2023-01-21,Promo Akhir Pekan,4,4829,0.3867,0.0681,5,5
P0048707,3,2023-01-21,Promo Akhir Pekan,4,8400,0.1364,0.0357,80,285
P0041726,3,2023-01-21,Promo Akhir Pekan,4,7100,0.0596,0.1549,29,336
P0047173,3,2023-01-21,Promo Akhir Pekan,4,3132,0.1971,0.0741,75,290
P0047234,3,2023-01-21,Promo Akhir Pekan,4,41600,0.0683,0.1731,41,324
P0042865,3,2023-01-21,Promo Akhir Pekan,4,7800,0.1975,0.0256,128,237
P0042126,3,2023-01-21,Promo Akhir Pekan,4,33700,0.1251,0.1157,15,350
P0043332,3,2023-01-21,Promo Akhir Pekan,4,23300,0.0577,0.1459,77,288
P0042668,3,2023-01-21,Promo Akhir Pekan,4,6600,0.0802,0.1515,106,259
P0045027,3,2023-01-21,Promo Akhir Pekan,4,11600,0.0516,0.1121,175,190
P0037603,3,2023-01-21,Promo Akhir Pekan,4,15279,0.1706,0.0248,141,224
P0048458,3,2023-01-21,Promo Akhir Pekan,4,28600,0.1134,0.0979,69,296
P0042403,3,2023-01-21,Promo Akhir Pekan,4,12018,0.165,0.0098,163,202
P0037818,3,2023-01-21,Promo Akhir Pekan,4,9501,0.1436,0.0317,76,289
P0048841,3,2023-01-21,Promo Akhir Pekan,4,5500,0.1971,0.0182,60,305
P0039893,3,2023-01-21,Promo Akhir Pekan,4,4600,0.4274,0.1087,3,7
P0040930,3,2023-01-21,Promo Akhir Pekan,4,2268,0.1903,0.1623,55,310
P0048621,3,2023-01-21,Promo Akhir Pekan,4,15740,0.4603,0.0152,6,4
P0046401,3,2023-01-21,Promo Akhir Pekan,4,17400,0.16,0.023,145,220
P0048324,3,2023-01-21,Promo Akhir Pekan,4,5800,0.0722,0.1207,145,220
P0043344,3,2023-01-21,Promo Akhir Pekan,4,16000,0.0934,0.0688,117,248
P0037596,3,2023-01-21,Promo Akhir Pekan,4,10731,0.1769,0.0122,172,193
P0043345,3,2023-01-21,Promo Akhir Pekan,4,16727,0.1552,0.0136,176,189
P0047404,3,2023-01-21,Promo Akhir Pekan,4,7500,0.058,0.12,59,306
P0047866,3,2023-01-21,Promo Akhir Pekan,4,15000,0.1448,0.0333,47,318
P0037127,3,2023-01-21,Promo Akhir Pekan,4,20513,0.4795,0.0153,3,7
P0041307,3,2023-01-21,Promo Akhir Pekan,4,10900,0.1168,0.1193,131,234
P0049127,3,2023-01-21,Promo Akhir Pekan,4,6800,0.1214,0.0882,48,317
P0037502,3,2023-01-21,Promo Akhir Pekan,4,19219,0.1904,0.0166,113,252
P0047942,3,2023-01-21,Promo Akhir Pekan,4,23800,0.1284,0.0924,60,305
P0038989,3,2023-01-21,Promo Akhir Pekan,4,16500,0.1266,0.0727,1,9
P0043483,3,2023-01-21,Promo Akhir Pekan,4,47300,0.0742,0.0655,120,245
P0039144,3,2023-01-21,Promo Akhir Pekan,4,10581,0.4982,0.0455,4,6
P0042707,3,2023-01-21,Promo Akhir Pekan,4,70700,0.1371,0.082,88,277
P0040561,3,2023-01-21,Promo Akhir Pekan,4,22300,0.1486,0.0493,168,197
P0045024,3,2023-01-21,Promo Akhir Pekan,4,6969,0.4028,0.0386,4,6
P0043857,3,2023-01-21,Promo Akhir Pekan,4,45900,0.1213,0.1089,135,230
P0048289,3,2023-01-21,Promo Akhir Pekan,4,31500,0.1428,0.073,41,324
P0043737,3,2023-01-21,Promo Akhir Pekan,4,3500,0.1849,0.0571,152,213
P0045173,3,2023-01-21,Promo Akhir Pekan,4,2900,0.0734,0.1724,38,327
P0048717,3,2023-01-21,Promo Akhir Pekan,4,51300,0.0904,0.1092,147,218
P0047611,3,2023-01-21,Promo Akhir Pekan,4,24100,0.3948,0.0124,7,3
P0041643,3,2023-01-21,Promo Akhir Pekan,4,12700,0.106,0.126,38,327
P0042591,3,2023-01-21,Promo Akhir Pekan,4,5956,0.401,0.0598,3,7
P0042770,3,2023-01-21,Promo Akhir Pekan,4,2600,0.1861,0.0385,84,281
P0042587,3,2023-01-21,Promo Akhir Pekan,4,17900,0.0756,0.0615,80,285
P0047995,3,2023-01-21,Promo Akhir Pekan,4,11139,0.4211,0.0304,6,4
P0037117,3,2023-01-21,Promo Akhir Pekan,4,6700,0.071,0.1045,78,287
P0044199,3,2023-01-21,Promo Akhir Pekan,4,14487,0.1784,0.0129,27,338
P0038031,3,2023-01-21,Promo Akhir Pekan,4,4808,0.1347,0.0641,36,329
P0046991,3,2023-01-21,Promo Akhir Pekan,4,52100,0.1072,0.0633,26,339
P0037609,3,2023-01-21,Promo Akhir Pekan,4,1543,0.1449,0.0927,2,8
P0039878,3,2023-01-21,Promo Akhir Pekan,4,7700,0.1049,0.1039,48,317
P0042427,3,2023-01-21,Promo Akhir Pekan,4,20800,0.1595,0.0769,93,272
P0048392,3,2023-01-21,Promo Akhir Pekan,4,51000,0.1358,0.1098,138,227
P0036383,3,2023-01-21,Promo Akhir Pekan,4,9079,0.146,0.0528,110,255
P0041985,3,2023-01-21,Promo Akhir Pekan,4,6700,0.0573,0.1791,163,202
P0048800,3,2023-01-21,Promo Akhir Pekan,4,7495,0.1438,0.066,106,259
P0047611,3,2023-01-21,Promo Akhir Pekan,4,24059,0.3758,0.0108,6,4
P0036219,3,2023-01-21,Promo Akhir Pekan,4,2800,0.1252,0.0357,100,265
P0046234,3,2023-01-21,Promo Akhir Pekan,4,14000,0.1563,0.0571,93,272
P0049115,3,2023-01-21,Promo Akhir Pekan,4,15411,0.4047,0.0202,6,4
P0040506,3,2023-01-21,Promo Akhir Pekan,4,25800,0.0581,0.1473,133,232
P0045248,3,2023-01-21,Promo Akhir Pekan,4,15900,0.1147,0.0252,74,291
P0040486,3,2023-01-21,Promo Akhir Pekan,4,6900,0.1453,0.0435,162,203
P0043650,3,2023-01-21,Promo Akhir Pekan,4,16474,0.1965,0.0227,166,199
P0040173,3,2023-01-21,Promo Akhir Pekan,4,9100,0.1561,0.0769,56,309
P0045328,3,2023-01-21,Promo Akhir Pekan,4,5900,0.1261,0.0847,125,240
P0043542,3,2023-01-21,Promo Akhir Pekan,4,30500,0.1599,0.0492,171,194
P0042471,3,2023-01-21,Promo Akhir Pekan,4,12349,0.4366,0.0202,6,4
P0043958,3,2023-01-21,Promo Akhir Pekan,4,14400,0.1602,0.0278,45,320
P0039424,3,2023-01-21,Promo Akhir Pekan,4,17000,0.0512,0.1647,157,208
P0040644,3,2023-01-21,Promo Akhir Pekan,4,4433,0.4552,0.03,4,6
P0043482,3,2023-01-21,Promo Akhir Pekan,4,16700,0.1327,0.0539,17,348
P0048056,3,2023-01-21,Promo Akhir Pekan,4,17500,0.0769,0.1029,85,280
P0037187,3,2023-01-21,Promo Akhir Pekan,4,12100,0.0763,0.1653,61,304
P0039635,3,2023-01-21,Promo Akhir Pekan,4,52600,0.1981,0.0323,161,204
P0039389,3,2023-01-21,Promo Akhir Pekan,4,34800,0.067,0.1121,174,191
P0046431,3,2023-01-21,Promo Akhir Pekan,4,36772,0.1356,0.0128,97,268
P0045274,3,2023-01-21,Promo Akhir Pekan,4,63900,0.0987,0.0908,175,190
P0040196,3,2023-01-21,Promo Akhir Pekan,4,18600,0.1033,0.1398,40,325
P0038101,3,2023-01-21,Promo Akhir Pekan,4,20200,0.116,0.1188,118,247
P0039583,3,2023-01-21,Promo Akhir Pekan,4,22853,0.3036,0.0198,6,4
P0037226,3,2023-01-21,Promo Akhir Pekan,4,12300,0.152,0.0488,153,212
P0040678,3,2023-01-21,Promo Akhir Pekan,4,20300,0.1274,0.1133,30,335
P0047888,3,2023-01-21,Promo Akhir Pekan,4,14744,0.1374,0.0233,1,9
P0048961,3,2023-01-21,Promo Akhir Pekan,4,11500,0.1191,0.0696,148,217
P0038957,3,2023-01-21,Promo Akhir Pekan,4,13000,0.07,0.1077,89,276
P0038295,3,2023-01-21,Promo Akhir Pekan,4,4508,0.1946,0.0461,40,325
P0042937,3,2023-01-21,Promo Akhir Pekan,4,3400,0.1057,0.0588,174,191
P0037690,3,2023-01-21,Promo Akhir Pekan,4,2100,0.1577,0.0476,138,227
P0043385,3,2023-01-21,Promo Akhir Pekan,4,2992,0.1219,0.131,98,267
P0044065,3,2023-01-21,Promo Akhir Pekan,4,29300,0.0752,0.1297,18,347
P0040205,3,2023-01-21,Promo Akhir Pekan,4,11600,0.1802,0.0431,18,347
P0047537,3,2023-01-21,Promo Akhir Pekan,4,21200,0.1036,0.0896,22,343
P0040402,3,2023-01-21,Promo Akhir Pekan,4,53800,0.1757,0.026,55,310
P0044092,3,2023-01-21,Promo Akhir Pekan,4,3500,0.1185,0.1143,123,242
P0046379,3,2023-01-21,Promo Akhir Pekan,4,27800,0.0811,0.0683,22,343
P0043503,3,2023-01-21,Promo Akhir Pekan,4,14900,0.079,0.0671,96,269
P0042952,3,2023-01-21,Promo Akhir Pekan,4,22800,0.1542,0.0175,72,293
P0039971,3,2023-01-21,Promo Akhir Pekan,4,22600,0.1326,0.0575,161,204
P0046948,3,2023-01-21,Promo Akhir Pekan,4,12000,0.185,0.025,131,234
P0041671,3,2023-01-21,Promo Akhir Pekan,4,2100,0.052,0.1429,20,345
P0048934,3,2023-01-21,Promo Akhir Pekan,4,24400,0.1935,0.0164,114,251
P0040125,3,2023-01-21,Promo Akhir Pekan,4,20100,0.1562,0.0498,54,311
P0044375,3,2023-01-21,Promo Akhir Pekan,4,30700,0.052,0.1629,154,211
P0042635,3,2023-01-21,Promo Akhir Pekan,4,28500,0.1223,0.0912,106,259
P0043058,3,2023-01-21,Promo Akhir Pekan,4,10900,0.1961,0.0367,107,258
P0046815,3,2023-01-21,Promo Akhir Pekan,4,23900,0.168,0.0669,17,348
P0041642,3,2023-01-21,Promo Akhir Pekan,4,6300,0.1129,0.127,22,343
P0044361,3,2023-01-21,Promo Akhir Pekan,4,2900,0.1698,0.069,149,216
P0047481,3,2023-01-21,Promo Akhir Pekan,4,8571,0.1768,0.0433,128,237
P0037608,3,2023-01-21,Promo Akhir Pekan,4,6600,0.1457,0.0909,22,343
P0044291,3,2023-01-21,Promo Akhir Pekan,4,5400,0.128,0.0185,154,211
P0038348,3,2023-01-21,Promo Akhir Pekan,4,9000,0.0515,0.1667,129,236
P0036876,3,2023-01-21,Promo Akhir Pekan,4,27100,0.0938,0.1033,56,309
P0036657,3,2023-01-21,Promo Akhir Pekan,4,19400,0.118,0.067,63,302
P0041447,3,2023-01-21,Promo Akhir Pekan,4,15135,0.1515,0.0089,98,267
P0045350,3,2023-01-21,Promo Akhir Pekan,4,2900,0.151,0.069,95,270
P0046247,3,2023-01-21,Promo Akhir Pekan,4,4801,0.1903,0.0419,133,232
P0047895,3,2023-01-21,Promo Akhir Pekan,4,30022,0.4296,0.0074,7,3
P0038913,3,2023-01-21,Promo Akhir Pekan,4,11100,0.1476,0.0811,2,8
P0044694,3,2023-01-21,Promo Akhir Pekan,4,17000,0.0724,0.1412,2,8
P0039279,3,2023-01-21,Promo Akhir Pekan,4,19286,0.1593,0.02,106,259
P0041933,3,2023-01-21,Promo Akhir Pekan,4,4700,0.0782,0.1702,140,225
P0038348,3,2023-01-21,Promo Akhir Pekan,4,8700,0.081,0.1379,87,278
P0041858,3,2023-01-21,Promo Akhir Pekan,4,3490,0.1616,0.0544,127,238
P0046776,3,2023-01-21,Promo Akhir Pekan,4,32300,0.0572,0.1796,136,229
P0045472,3,2023-01-21,Promo Akhir Pekan,4,32700,0.1219,0.0673,46,319
P0040733,3,2023-01-21,Promo Akhir Pekan,4,22000,0.0911,0.1227,99,266
P0043434,3,2023-01-21,Promo Akhir Pekan,4,2400,0.1227,0.0833,40,325
P0041513,3,2023-01-21,Promo Akhir Pekan,4,34400,0.0842,0.0698,17,348
P0036352,3,2023-01-21,Promo Akhir Pekan,4,25300,0.0711,0.1186,136,229
P0037797,3,2023-01-21,Promo Akhir Pekan,4,47100,0.1476,0.0425,87,278
P0040961,3,2023-01-21,Promo Akhir Pekan,4,7759,0.1873,0.0592,134,231
P0042638,3,2023-01-21,Promo Akhir Pekan,4,30300,0.1253,0.0264,127,238
P0040890,3,2023-01-21,Promo Akhir Pekan,4,4600,0.1435,0.0652,1,9
P0048028,3,2023-01-21,Promo Akhir Pekan,4,5700,0.1952,0.0175,140,225
P0048693,3,2023-01-21,Promo Akhir Pekan,4,19800,0.065,0.1414,83,282
P0051250,3,2023-01-21,Promo Akhir Pekan,5,4900,0.0504,0.1429,139,226
P0053352,3,2023-01-21,Promo Akhir Pekan,5,5300,0.0786,0.1321,51,314
P0050249,3,2023-01-21,Promo Akhir Pekan,5,23900,0.1439,0.0753,109,256
P0052480,3,2023-01-21,Promo Akhir Pekan,5,30276,0.3179,0.0091,7,3
P0051698,3,2023-01-21,Promo Akhir Pekan,5,7500,0.1871,0.0133,152,213
P0051996,3,2023-01-21,Promo Akhir Pekan,5,15600,0.0718,0.1474,22,343
P0053083,3,2023-01-21,Promo Akhir Pekan,5,3500,0.0987,0.0857,159,206
P0055129,3,2023-01-21,Promo Akhir Pekan,5,9000,0.1015,0.0889,27,338
P0051907,3,2023-01-21,Promo Akhir Pekan,5,13100,0.1451,0.0534,45,320
P0049345,3,2023-01-21,Promo Akhir Pekan,5,14200,0.1192,0.1268,160,205
P0051808,3,2023-01-21,Promo Akhir Pekan,5,5100,0.0776,0.0588,110,255
P0050582,3,2023-01-21,Promo Akhir Pekan,5,13300,0.1226,0.0602,141,224
P0051065,3,2023-01-21,Promo Akhir Pekan,5,7200,0.1411,0.0278,142,223
P0050745,3,2023-01-21,Promo Akhir Pekan,5,11700,0.0904,0.0598,133,232
P0053939,3,2023-01-21,Promo Akhir Pekan,5,57600,0.1125,0.0972,32,333
P0052784,3,2023-01-21,Promo Akhir Pekan,5,9300,0.1453,0.0538,164,201
P0054073,3,2023-01-21,Promo Akhir Pekan,5,6500,0.1781,0.0462,173,192
P0053871,3,2023-01-21,Promo Akhir Pekan,5,16900,0.1527,0.0651,59,306
P0052826,3,2023-01-21,Promo Akhir Pekan,5,7234,0.4137,0.06,6,4
P0055035,3,2023-01-21,Promo Akhir Pekan,5,4900,0.0968,0.0816,33,332
P0049448,3,2023-01-21,Promo Akhir Pekan,5,14200,0.0637,0.169,53,312
P0056135,3,2023-01-21,Promo Akhir Pekan,5,15900,0.1153,0.1195,97,268
P0054487,3,2023-01-21,Promo Akhir Pekan,5,20000,0.1454,0.04,78,287
P0054207,3,2023-01-21,Promo Akhir Pekan,5,11100,0.0877,0.0811,148,217
P0056180,3,2023-01-21,Promo Akhir Pekan,5,17800,0.1454,0.0281,47,318
P0055338,3,2023-01-21,Promo Akhir Pekan,5,4300,0.1794,0.0465,2,8
P0054237,3,2023-01-21,Promo Akhir Pekan,5,31600,0.0756,0.1392,123,242
P0049537,3,2023-01-21,Promo Akhir Pekan,5,7381,0.1654,0.0381,35,330
P0052432,3,2023-01-21,Promo Akhir Pekan,5,1600,0.1033,0.125,148,217
P0055700,3,2023-01-21,Promo Akhir Pekan,5,9800,0.0898,0.0816,159,206
P0053407,3,2023-01-21,Promo Akhir Pekan,5,35700,0.0768,0.084,173,192
P0056511,3,2023-01-21,Promo Akhir Pekan,5,11800,0.0586,0.161,77,288
P0053168,3,2023-01-21,Promo Akhir Pekan,5,5900,0.1445,0.0678,113,252
P0053704,3,2023-01-21,Promo Akhir Pekan,5,10600,0.1346,0.0755,140,225
P0049888,3,2023-01-21,Promo Akhir Pekan,5,37335,0.19,0.0063,173,192
P0049704,3,2023-01-21,Promo Akhir Pekan,5,14500,0.1252,0.0345,2,8
P0049879,3,2023-01-21,Promo Akhir Pekan,5,18000,0.1437,0.0111,93,272
P0055984,3,2023-01-21,Promo Akhir Pekan,5,4200,0.0877,0.1429,150,215
P0055074,3,2023-01-21,Promo Akhir Pekan,5,24200,0.1583,0.0124,17,348
P0049191,3,2023-01-21,Promo Akhir Pekan,5,2533,0.3334,0.1315,7,3
P0053669,3,2023-01-21,Promo Akhir Pekan,5,52200,0.1745,0.0556,166,199
P0051846,3,2023-01-21,Promo Akhir Pekan,5,5900,0.0925,0.0847,104,261
P0054100,3,2023-01-21,Promo Akhir Pekan,5,5500,0.14,0.0364,19,346
P0051348,3,2023-01-21,Promo Akhir Pekan,5,25400,0.0608,0.0866,103,262
P0052671,3,2023-01-21,Promo Akhir Pekan,5,9600,0.0524,0.0938,45,320
P0052672,3,2023-01-21,Promo Akhir Pekan,5,25700,0.1136,0.1245,110,255
P0050313,3,2023-01-21,Promo Akhir Pekan,5,6904,0.1522,0.044,101,264
P0052301,3,2023-01-21,Promo Akhir Pekan,5,37000,0.1179,0.0432,58,307
P0053435,3,2023-01-21,Promo Akhir Pekan,5,15100,0.0783,0.1258,69,296
P0055349,3,2023-01-21,Promo Akhir Pekan,5,22300,0.0717,0.1345,123,242
P0051874,3,2023-01-21,Promo Akhir Pekan,5,31900,0.1049,0.1034,178,187
P0051114,3,2023-01-21,Promo Akhir Pekan,5,34000,0.1523,0.0235,180,185
P0051443,3,2023-01-21,Promo Akhir Pekan,5,9000,0.0797,0.0556,133,232
P0051651,3,2023-01-21,Promo Akhir Pekan,5,6600,0.0608,0.1515,47,318
P0054314,3,2023-01-21,Promo Akhir Pekan,5,8200,0.1269,0.0122,19,346
P0052073,3,2023-01-21,Promo Akhir Pekan,5,9900,0.1034,0.0505,134,231
P0050905,3,2023-01-21,Promo Akhir Pekan,5,18194,0.334,0.0217,5,5
P0051286,3,2023-01-21,Promo Akhir Pekan,5,21300,0.1719,0.0376,69,296
P0055623,3,2023-01-21,Promo Akhir Pekan,5,7000,0.1493,0.0571,25,340
P0056523,3,2023-01-21,Promo Akhir Pekan,5,6103,0.1817,0.0169,123,242
P0052839,3,2023-01-21,Promo Akhir Pekan,5,9230,0.408,0.0141,7,3
P0051683,3,2023-01-21,Promo Akhir Pekan,5,20200,0.099,0.1139,89,276
P0055863,3,2023-01-21,Promo Akhir Pekan,5,19923,0.159,0.0212,166,199
P0056108,3,2023-01-21,Promo Akhir Pekan,5,27600,0.0782,0.1558,59,306
P0053107,3,2023-01-21,Promo Akhir Pekan,5,23300,0.1294,0.0944,148,217
P0054330,3,2023-01-21,Promo Akhir Pekan,5,25700,0.186,0.0117,141,224
P0051109,3,2023-01-21,Promo Akhir Pekan,5,38400,0.1572,0.0651,83,282
P0053873,3,2023-01-21,Promo Akhir Pekan,5,10900,0.1138,0.1009,164,201
P0049297,3,2023-01-21,Promo Akhir Pekan,5,23500,0.0837,0.0809,114,251
P0051386,3,2023-01-21,Promo Akhir Pekan,5,36800,0.1716,0.0217,41,324
P0050800,3,2023-01-21,Promo Akhir Pekan,5,26100,0.1404,0.0651,103,262
P0049344,3,2023-01-21,Promo Akhir Pekan,5,15600,0.1731,0.0192,136,229
P0054241,3,2023-01-21,Promo Akhir Pekan,5,13600,0.137,0.0515,22,343
P0050415,3,2023-01-21,Promo Akhir Pekan,5,22100,0.1595,0.0724,129,236
P0054932,3,2023-01-21,Promo Akhir Pekan,5,2333,0.4458,0.057,3,7
P0054034,3,2023-01-21,Promo Akhir Pekan,5,15100,0.0833,0.1258,126,239
P0056167,3,2023-01-21,Promo Akhir Pekan,5,6400,0.1288,0.0156,167,198
P0056524,3,2023-01-21,Promo Akhir Pekan,5,15300,0.1408,0.098,110,255
P0054656,3,2023-01-21,Promo Akhir Pekan,5,6984,0.3419,0.0693,5,5
P0049574,3,2023-01-21,Promo Akhir Pekan,5,20017,0.192,0.0058,93,272
P0050993,3,2023-01-21,Promo Akhir Pekan,5,43100,0.0714,0.1137,163,202
P0049337,3,2023-01-21,Promo Akhir Pekan,5,3299,0.1972,0.0603,138,227
P0054874,3,2023-01-21,Promo Akhir Pekan,5,21051,0.1752,0.0072,18,347
P0052952,3,2023-01-21,Promo Akhir Pekan,5,6000,0.0552,0.1333,131,234
