id_produk,minggu,tanggal_transaksi,current_event,id_toko,harga_promosi,diskon,tipe_diskon,margin_promosi,hari_jual,kedaluwarsa
P0039152,105,2025-01-02,Tahun Baru,4,22200,0.0,Event Based Discount,0.2117,19,346
P0043004,105,2025-01-02,Tahun Baru,4,8000,0.1347,Event Based Discount,0.0125,107,258
P0040591,105,2025-01-02,Tahun Baru,4,28900,0.1369,Event Based Discount,0.0934,171,194
P0048594,105,2025-01-02,Tahun Baru,4,9400,0.1411,Event Based Discount,0.0106,103,262
P0043439,105,2025-01-02,Tahun Baru,4,17267,0.4703,Expired Discount,0.0097,2,8
P0041117,105,2025-01-02,Tahun Baru,4,15400,0.1282,Event Based Discount,0.0195,103,262
P0044958,105,2025-01-02,Tahun Baru,4,30100,0.0674,Event Based Discount,0.0963,109,256
P0036115,105,2025-01-02,Tahun Baru,4,6900,0.1075,Event Based Discount,0.058,46,319
P0048081,105,2025-01-02,Tahun Baru,4,8000,0.0,Event Based Discount,0.1875,171,194
P0048979,105,2025-01-02,Tahun Baru,4,15600,0.1425,Event Based Discount,0.0897,169,196
P0038041,105,2025-01-02,Tahun Baru,4,57950,0.0,Event Based Discount,0.2252,57,308
P0037794,105,2025-01-02,Tahun Baru,4,14760,0.1455,Event Based Discount,0.0312,122,243
P0037844,105,2025-01-02,Tahun Baru,4,30800,0.0966,Event Based Discount,0.1364,147,218
P0042831,105,2025-01-02,Tahun Baru,4,8300,0.0818,Event Based Discount,0.0964,146,219
P0042625,105,2025-01-02,Tahun Baru,4,11300,0.0984,Event Based Discount,0.1327,110,255
P0037404,105,2025-01-02,Tahun Baru,4,10200,0.1449,Event Based Discount,0.0392,159,206
P0036207,105,2025-01-02,Tahun Baru,4,12100,0.0532,Event Based Discount,0.1818,23,342
P0046706,105,2025-01-02,Tahun Baru,4,6100,0.1427,Event Based Discount,0.0656,146,219
P0037197,105,2025-01-02,Tahun Baru,4,7800,0.0994,Event Based Discount,0.0769,99,266
P0038185,105,2025-01-02,Tahun Baru,4,10100,0.0906,Event Based Discount,0.1287,109,256
P0046293,105,2025-01-02,Tahun Baru,4,8700,0.1166,Event Based Discount,0.1034,39,326
P0036595,105,2025-01-02,Tahun Baru,4,9900,0.1296,Event Based Discount,0.0202,45,320
P0036969,105,2025-01-02,Tahun Baru,4,4200,0.1441,Event Based Discount,0.0714,118,247
P0040707,105,2025-01-02,Tahun Baru,4,54000,0.0,Event Based Discount,0.1685,95,270
P0041075,105,2025-01-02,Tahun Baru,4,25200,0.0962,Event Based Discount,0.0397,79,286
P0036216,105,2025-01-02,Tahun Baru,4,4800,0.0611,Event Based Discount,0.1667,165,200
P0036405,105,2025-01-02,Tahun Baru,4,5100,0.1053,Event Based Discount,0.0588,73,292
P0041391,105,2025-01-02,Tahun Baru,4,24700,0.1362,Event Based Discount,0.0162,143,222
P0041793,105,2025-01-02,Tahun Baru,4,15900,0.1286,Event Based Discount,0.1069,94,271
P0039560,105,2025-01-02,Tahun Baru,4,37800,0.1039,Event Based Discount,0.1402,112,253
P0044681,105,2025-01-02,Tahun Baru,4,28700,0.1374,Event Based Discount,0.0767,46,319
P0036831,105,2025-01-02,Tahun Baru,4,9700,0.1298,Event Based Discount,0.0722,49,316
P0039581,105,2025-01-02,Tahun Baru,4,11100,0.1,Event Based Discount,0.1171,21,344
P0038591,105,2025-01-02,Tahun Baru,4,44400,0.1246,Event Based Discount,0.0788,105,260
P0046746,105,2025-01-02,Tahun Baru,4,11355,0.396,Expired Discount,0.0137,5,5
P0041313,105,2025-01-02,Tahun Baru,4,14098,0.3447,Expired Discount,0.0282,4,6
P0048690,105,2025-01-02,Tahun Baru,4,22000,0.0,Event Based Discount,0.2273,151,214
P0036744,105,2025-01-02,Tahun Baru,4,43200,0.0743,Event Based Discount,0.1157,69,296
P0041954,105,2025-01-02,Tahun Baru,4,25300,0.108,Event Based Discount,0.1265,116,249
P0045938,105,2025-01-02,Tahun Baru,4,3128,0.4,Expired Discount,0.1368,2,8
P0047398,105,2025-01-02,Tahun Baru,4,5054,0.4802,Expired Discount,0.07,2,8
P0045532,105,2025-01-02,Tahun Baru,4,5893,0.3669,Expired Discount,0.0328,2,8
P0044312,105,2025-01-02,Tahun Baru,4,20000,0.1323,Event Based Discount,0.015,166,199
P0046120,105,2025-01-02,Tahun Baru,4,36500,0.0,Event Based Discount,0.2192,43,322
P0046617,105,2025-01-02,Tahun Baru,4,7800,0.0712,Event Based Discount,0.0641,174,191
P0046782,105,2025-01-02,Tahun Baru,4,7300,0.0778,Event Based Discount,0.1644,169,196
P0049115,105,2025-01-02,Tahun Baru,4,15530,0.4065,Expired Discount,0.0277,2,8
P0046680,105,2025-01-02,Tahun Baru,4,24000,0.13,Event Based Discount,0.0375,46,319
P0042289,105,2025-01-02,Tahun Baru,4,8500,0.0766,Event Based Discount,0.0941,86,279
P0045182,105,2025-01-02,Tahun Baru,4,17100,0.138,Event Based Discount,0.076,150,215
P0041451,105,2025-01-02,Tahun Baru,4,3500,0.1439,Event Based Discount,0.0857,89,276
P0038976,105,2025-01-02,Tahun Baru,4,3700,0.1018,Event Based Discount,0.1081,17,348
P0042023,105,2025-01-02,Tahun Baru,4,3600,0.0,Event Based Discount,0.2222,133,232
P0039999,105,2025-01-02,Tahun Baru,4,5900,0.1181,Event Based Discount,0.0678,64,301
P0043039,105,2025-01-02,Tahun Baru,4,6800,0.0,Event Based Discount,0.1618,80,285
P0044780,105,2025-01-02,Tahun Baru,4,15750,0.0,Event Based Discount,0.2063,140,225
P0037318,105,2025-01-02,Tahun Baru,4,45100,0.0991,Event Based Discount,0.1353,73,292
P0044401,105,2025-01-02,Tahun Baru,4,7200,0.0523,Event Based Discount,0.1806,64,301
P0048932,105,2025-01-02,Tahun Baru,4,11400,0.1329,Event Based Discount,0.0439,73,292
P0039557,105,2025-01-02,Tahun Baru,4,50700,0.1152,Event Based Discount,0.1045,27,338
P0048725,105,2025-01-02,Tahun Baru,4,21900,0.1483,Event Based Discount,0.0228,154,211
P0049033,105,2025-01-02,Tahun Baru,4,12150,0.3254,Expired Discount,0.0123,3,7
P0049161,105,2025-01-02,Tahun Baru,4,31600,0.1258,Event Based Discount,0.019,85,280
P0047280,105,2025-01-02,Tahun Baru,4,6370,0.3626,Expired Discount,0.0738,5,5
P0041418,105,2025-01-02,Tahun Baru,4,37000,0.0831,Event Based Discount,0.0919,28,337
P0041162,105,2025-01-02,Tahun Baru,4,15300,0.0,Event Based Discount,0.1503,111,254
P0037961,105,2025-01-02,Tahun Baru,4,11400,0.1278,Event Based Discount,0.0175,143,222
P0040489,105,2025-01-02,Tahun Baru,4,17100,0.0782,Event Based Discount,0.0936,128,237
P0045338,105,2025-01-02,Tahun Baru,4,26300,0.0925,Event Based Discount,0.1065,103,262
P0045341,105,2025-01-02,Tahun Baru,4,22400,0.0933,Event Based Discount,0.1429,15,350
P0036522,105,2025-01-02,Tahun Baru,4,5000,0.1009,Event Based Discount,0.12,135,230
P0041296,105,2025-01-02,Tahun Baru,4,19100,0.1266,Event Based Discount,0.0733,116,249
P0044254,105,2025-01-02,Tahun Baru,4,10750,0.0,Event Based Discount,0.2093,110,255
P0042772,105,2025-01-02,Tahun Baru,4,9100,0.0766,Event Based Discount,0.1319,83,282
P0048813,105,2025-01-02,Tahun Baru,4,39800,0.0677,Event Based Discount,0.0905,144,221
P0038591,105,2025-01-02,Tahun Baru,4,43400,0.1443,Event Based Discount,0.0576,66,299
P0042008,105,2025-01-02,Tahun Baru,4,15300,0.1183,Event Based Discount,0.0392,129,236
P0047259,105,2025-01-02,Tahun Baru,4,7900,0.0707,Event Based Discount,0.0886,173,192
P0048694,105,2025-01-02,Tahun Baru,4,26100,0.0,Event Based Discount,0.2031,116,249
P0041255,105,2025-01-02,Tahun Baru,4,19400,0.0657,Event Based Discount,0.1186,81,284
P0040021,105,2025-01-02,Tahun Baru,4,6108,0.4819,Expired Discount,0.0504,4,6
P0038127,105,2025-01-02,Tahun Baru,4,9800,0.1314,Event Based Discount,0.0918,60,305
P0039010,105,2025-01-02,Tahun Baru,4,48000,0.0886,Event Based Discount,0.1146,77,288
P0042599,105,2025-01-02,Tahun Baru,4,7700,0.0748,Event Based Discount,0.0779,155,210
P0048043,105,2025-01-02,Tahun Baru,4,79800,0.0561,Event Based Discount,0.1754,55,310
P0039145,105,2025-01-02,Tahun Baru,4,12774,0.4832,Expired Discount,0.0293,2,8
P0048364,105,2025-01-02,Tahun Baru,4,13103,0.4198,Expired Discount,0.0231,3,7
P0041669,105,2025-01-02,Tahun Baru,4,67000,0.085,Event Based Discount,0.0731,54,311
P0037297,105,2025-01-02,Tahun Baru,4,22500,0.0916,Event Based Discount,0.0889,148,217
P0041795,105,2025-01-02,Tahun Baru,4,7800,0.0684,Event Based Discount,0.0769,74,291
P0044751,105,2025-01-02,Tahun Baru,4,34400,0.1184,Event Based Discount,0.1047,87,278
P0041430,105,2025-01-02,Tahun Baru,4,29700,0.1293,Event Based Discount,0.0404,46,319
P0040882,105,2025-01-02,Tahun Baru,4,5300,0.0704,Event Based Discount,0.1321,129,236
P0038267,105,2025-01-02,Tahun Baru,4,29350,0.0,Event Based Discount,0.1652,54,311
P0036122,105,2025-01-02,Tahun Baru,4,17972,0.3103,Expired Discount,0.0151,6,4
P0041424,105,2025-01-02,Tahun Baru,4,3350,0.0,Event Based Discount,0.1642,135,230
P0041375,105,2025-01-02,Tahun Baru,4,3000,0.0,Event Based Discount,0.1667,129,236
P0036564,105,2025-01-02,Tahun Baru,4,10700,0.1053,Event Based Discount,0.1215,142,223
P0045532,105,2025-01-02,Tahun Baru,4,5978,0.3068,Expired Discount,0.0465,2,8
P0046485,105,2025-01-02,Tahun Baru,4,7750,0.0,Event Based Discount,0.2129,167,198
P0048778,105,2025-01-02,Tahun Baru,4,14200,0.0649,Event Based Discount,0.162,156,209
P0047189,105,2025-01-02,Tahun Baru,4,26700,0.0,Event Based Discount,0.1573,40,325
P0038234,105,2025-01-02,Tahun Baru,4,24100,0.3399,Expired Discount,0.0041,6,4
P0042453,105,2025-01-02,Tahun Baru,4,4350,0.0,Event Based Discount,0.1494,154,211
P0044658,105,2025-01-02,Tahun Baru,4,4800,0.0948,Event Based Discount,0.1458,40,325
P0044587,105,2025-01-02,Tahun Baru,4,29100,0.1439,Event Based Discount,0.0687,42,323
P0039209,105,2025-01-02,Tahun Baru,4,16900,0.0668,Event Based Discount,0.142,26,339
P0047518,105,2025-01-02,Tahun Baru,4,10800,0.0,Event Based Discount,0.1574,100,265
P0048191,105,2025-01-02,Tahun Baru,4,11900,0.1294,Event Based Discount,0.042,123,242
P0046599,105,2025-01-02,Tahun Baru,4,18300,0.0,Event Based Discount,0.1311,129,236
P0040008,105,2025-01-02,Tahun Baru,4,60800,0.078,Event Based Discount,0.1168,53,312
P0039909,105,2025-01-02,Tahun Baru,4,12000,0.0552,Event Based Discount,0.1083,20,345
P0047245,105,2025-01-02,Tahun Baru,4,19800,0.1318,Event Based Discount,0.0606,69,296
P0036553,105,2025-01-02,Tahun Baru,4,4213,0.3088,Expired Discount,0.0743,7,3
P0038224,105,2025-01-02,Tahun Baru,4,8100,0.134,Event Based Discount,0.037,47,318
P0041973,105,2025-01-02,Tahun Baru,4,10200,0.1005,Event Based Discount,0.1373,102,263
P0048519,105,2025-01-02,Tahun Baru,4,14400,0.121,Event Based Discount,0.0972,38,327
P0042070,105,2025-01-02,Tahun Baru,4,7000,0.1175,Event Based Discount,0.1143,173,192
P0046879,105,2025-01-02,Tahun Baru,4,51600,0.1287,Event Based Discount,0.1143,139,226
P0042575,105,2025-01-02,Tahun Baru,4,5000,0.1435,Event Based Discount,0.08,108,257
P0042901,105,2025-01-02,Tahun Baru,4,49100,0.1172,Event Based Discount,0.1242,97,268
P0039909,105,2025-01-02,Tahun Baru,4,11800,0.0738,Event Based Discount,0.0932,156,209
P0045632,105,2025-01-02,Tahun Baru,4,16000,0.1016,Event Based Discount,0.0875,169,196
P0042895,105,2025-01-02,Tahun Baru,4,15600,0.0,Event Based Discount,0.1987,26,339
P0043541,105,2025-01-02,Tahun Baru,4,11000,0.1201,Event Based Discount,0.0273,169,196
P0042464,105,2025-01-02,Tahun Baru,4,27700,0.1444,Event Based Discount,0.0108,140,225
P0036637,105,2025-01-02,Tahun Baru,4,6000,0.0625,Event Based Discount,0.1,49,316
P0041260,105,2025-01-02,Tahun Baru,4,11000,0.1223,Event Based Discount,0.0545,157,208
P0047251,105,2025-01-02,Tahun Baru,4,3100,0.1003,Event Based Discount,0.0645,70,295
P0045754,105,2025-01-02,Tahun Baru,4,40500,0.0679,Event Based Discount,0.116,77,288
P0040860,105,2025-01-02,Tahun Baru,4,19600,0.0,Event Based Discount,0.148,165,200
P0044897,105,2025-01-02,Tahun Baru,4,5750,0.0,Event Based Discount,0.2,16,349
P0036674,105,2025-01-02,Tahun Baru,4,9000,0.1228,Event Based Discount,0.0111,172,193
P0046071,105,2025-01-02,Tahun Baru,4,10100,0.1064,Event Based Discount,0.0594,100,265
P0039895,105,2025-01-02,Tahun Baru,4,8800,0.058,Event Based Discount,0.1136,143,222
P0042511,105,2025-01-02,Tahun Baru,4,31000,0.1342,Event Based Discount,0.0484,117,248
P0042924,105,2025-01-02,Tahun Baru,4,8100,0.0931,Event Based Discount,0.0864,163,202
P0042606,105,2025-01-02,Tahun Baru,4,68400,0.1337,Event Based Discount,0.0921,135,230
P0045238,105,2025-01-02,Tahun Baru,4,10908,0.4559,Expired Discount,0.0191,1,9
P0037091,105,2025-01-02,Tahun Baru,4,4800,0.1106,Event Based Discount,0.0417,83,282
P0038741,105,2025-01-02,Tahun Baru,4,3200,0.1396,Event Based Discount,0.0312,33,332
P0037681,105,2025-01-02,Tahun Baru,4,47700,0.12,Event Based Discount,0.0818,109,256
P0036797,105,2025-01-02,Tahun Baru,4,24700,0.0901,Event Based Discount,0.0688,86,279
P0036927,105,2025-01-02,Tahun Baru,4,7600,0.0,Event Based Discount,0.1316,156,209
P0045491,105,2025-01-02,Tahun Baru,4,7200,0.1267,Event Based Discount,0.1111,146,219
P0041615,105,2025-01-02,Tahun Baru,4,48900,0.1147,Event Based Discount,0.0348,147,218
P0042665,105,2025-01-02,Tahun Baru,4,21400,0.0,Event Based Discount,0.2056,15,350
P0046879,105,2025-01-02,Tahun Baru,4,56200,0.0511,Event Based Discount,0.1868,102,263
P0043846,105,2025-01-02,Tahun Baru,4,11400,0.0895,Event Based Discount,0.0965,176,189
P0044060,105,2025-01-02,Tahun Baru,4,24000,0.132,Event Based Discount,0.0792,54,311
P0048752,105,2025-01-02,Tahun Baru,4,3300,0.0513,Event Based Discount,0.1212,92,273
P0045386,105,2025-01-02,Tahun Baru,4,15104,0.4001,Expired Discount,0.0267,2,8
P0047072,105,2025-01-02,Tahun Baru,4,12400,0.1123,Event Based Discount,0.0806,125,240
P0047388,105,2025-01-02,Tahun Baru,4,21800,0.15,Event Based Discount,0.0229,111,254
P0048644,105,2025-01-02,Tahun Baru,4,8800,0.0529,Event Based Discount,0.1477,169,196
P0042128,105,2025-01-02,Tahun Baru,4,2000,0.0,Event Based Discount,0.15,172,193
P0044601,105,2025-01-02,Tahun Baru,4,18950,0.0,Event Based Discount,0.1662,66,299
P0037075,105,2025-01-02,Tahun Baru,4,11900,0.0684,Event Based Discount,0.1345,70,295
P0036966,105,2025-01-02,Tahun Baru,4,33000,0.1016,Event Based Discount,0.1152,65,300
P0040895,105,2025-01-02,Tahun Baru,4,4900,0.1053,Event Based Discount,0.0816,125,240
P0038462,105,2025-01-02,Tahun Baru,4,5200,0.0526,Event Based Discount,0.0962,109,256
P0038081,105,2025-01-02,Tahun Baru,4,6400,0.0519,Event Based Discount,0.125,90,275
P0047078,105,2025-01-02,Tahun Baru,4,18700,0.0744,Event Based Discount,0.107,52,313
P0038127,105,2025-01-02,Tahun Baru,4,10600,0.0575,Event Based Discount,0.1604,84,281
P0041182,105,2025-01-02,Tahun Baru,4,5700,0.0659,Event Based Discount,0.1053,163,202
P0046017,105,2025-01-02,Tahun Baru,4,3100,0.1373,Event Based Discount,0.0323,104,261
P0042179,105,2025-01-02,Tahun Baru,4,21800,0.1325,Event Based Discount,0.0963,98,267
P0045144,105,2025-01-02,Tahun Baru,4,51100,0.0886,Event Based Discount,0.0783,17,348
P0046531,105,2025-01-02,Tahun Baru,4,13400,0.0805,Event Based Discount,0.1567,66,299
P0048936,105,2025-01-02,Tahun Baru,4,1550,0.0,Event Based Discount,0.2258,40,325
P0046193,105,2025-01-02,Tahun Baru,4,23300,0.0944,Event Based Discount,0.1288,162,203
P0044940,105,2025-01-02,Tahun Baru,4,5584,0.4895,Expired Discount,0.0509,3,7
P0042621,105,2025-01-02,Tahun Baru,4,8600,0.0962,Event Based Discount,0.1163,45,320
P0043430,105,2025-01-02,Tahun Baru,4,15700,0.0566,Event Based Discount,0.121,132,233
P0041943,105,2025-01-02,Tahun Baru,4,59400,0.105,Event Based Discount,0.1077,52,313
P0042440,105,2025-01-02,Tahun Baru,4,10028,0.3346,Expired Discount,0.0427,2,8
P0045174,105,2025-01-02,Tahun Baru,4,28671,0.3061,Expired Discount,0.0129,1,9
P0044752,105,2025-01-02,Tahun Baru,4,23600,0.0,Event Based Discount,0.1695,137,228
P0048894,105,2025-01-02,Tahun Baru,4,9200,0.0926,Event Based Discount,0.087,54,311
P0036109,105,2025-01-02,Tahun Baru,4,8400,0.0772,Event Based Discount,0.1548,116,249
P0053502,105,2025-01-02,Tahun Baru,5,20858,0.3391,Expired Discount,0.0124,1,9
P0052900,105,2025-01-02,Tahun Baru,5,42000,0.0856,Event Based Discount,0.1429,69,296
P0052511,105,2025-01-02,Tahun Baru,5,51000,0.0593,Event Based Discount,0.1765,112,253
P0049668,105,2025-01-02,Tahun Baru,5,41200,0.0782,Event Based Discount,0.1092,173,192
P0055278,105,2025-01-02,Tahun Baru,5,1502,0.3674,Expired Discount,0.0679,5,5
P0051228,105,2025-01-02,Tahun Baru,5,7900,0.1121,Event Based Discount,0.1013,144,221
P0053278,105,2025-01-02,Tahun Baru,5,36600,0.1374,Event Based Discount,0.082,140,225
P0050275,105,2025-01-02,Tahun Baru,5,3800,0.0,Event Based Discount,0.1842,91,274
P0049423,105,2025-01-02,Tahun Baru,5,2700,0.0,Event Based Discount,0.1852,96,269
P0055946,105,2025-01-02,Tahun Baru,5,6800,0.1285,Event Based Discount,0.0441,42,323
P0050135,105,2025-01-02,Tahun Baru,5,19300,0.0,Event Based Discount,0.2124,117,248
P0050523,105,2025-01-02,Tahun Baru,5,4500,0.0,Event Based Discount,0.2222,21,344
P0056212,105,2025-01-02,Tahun Baru,5,3600,0.1002,Event Based Discount,0.0556,150,215
P0050114,105,2025-01-02,Tahun Baru,5,44300,0.1287,Event Based Discount,0.1038,118,247
P0054404,105,2025-01-02,Tahun Baru,5,28000,0.094,Event Based Discount,0.0464,51,314
P0056406,105,2025-01-02,Tahun Baru,5,8100,0.058,Event Based Discount,0.0988,124,241
P0053490,105,2025-01-02,Tahun Baru,5,53600,0.0892,Event Based Discount,0.0466,165,200
P0050955,105,2025-01-02,Tahun Baru,5,24000,0.1023,Event Based Discount,0.0833,145,220
P0055263,105,2025-01-02,Tahun Baru,5,4811,0.4735,Expired Discount,0.0231,5,5
P0052001,105,2025-01-02,Tahun Baru,5,41100,0.0994,Event Based Discount,0.0754,149,216
P0054671,105,2025-01-02,Tahun Baru,5,33400,0.1325,Event Based Discount,0.024,46,319
P0056356,105,2025-01-02,Tahun Baru,5,7700,0.0866,Event Based Discount,0.1429,15,350
P0051516,105,2025-01-02,Tahun Baru,5,42500,0.1299,Event Based Discount,0.0612,45,320
P0053398,105,2025-01-02,Tahun Baru,5,10600,0.0,Event Based Discount,0.1509,112,253
P0049530,105,2025-01-02,Tahun Baru,5,30800,0.1066,Event Based Discount,0.0455,31,334
P0055311,105,2025-01-02,Tahun Baru,5,20400,0.0,Event Based Discount,0.1422,24,341
P0054832,105,2025-01-02,Tahun Baru,5,10600,0.0642,Event Based Discount,0.1604,17,348
P0052193,105,2025-01-02,Tahun Baru,5,21400,0.0821,Event Based Discount,0.1262,166,199
P0052882,105,2025-01-02,Tahun Baru,5,54500,0.0,Event Based Discount,0.1615,153,212
P0052684,105,2025-01-02,Tahun Baru,5,23950,0.0,Event Based Discount,0.1649,143,222
P0055473,105,2025-01-02,Tahun Baru,5,8700,0.1156,Event Based Discount,0.1034,32,333
P0055796,105,2025-01-02,Tahun Baru,5,18000,0.1232,Event Based Discount,0.05,106,259
P0053871,105,2025-01-02,Tahun Baru,5,17400,0.1272,Event Based Discount,0.092,96,269
P0052935,105,2025-01-02,Tahun Baru,5,9400,0.1199,Event Based Discount,0.117,131,234
P0053027,105,2025-01-02,Tahun Baru,5,5900,0.1195,Event Based Discount,0.0169,99,266
P0053015,105,2025-01-02,Tahun Baru,5,45100,0.0845,Event Based Discount,0.0887,101,264
P0055937,105,2025-01-02,Tahun Baru,5,9900,0.101,Event Based Discount,0.0909,65,300
P0055283,105,2025-01-02,Tahun Baru,5,4300,0.0668,Event Based Discount,0.0698,65,300
P0054857,105,2025-01-02,Tahun Baru,5,3400,0.1306,Event Based Discount,0.1176,73,292
P0054782,105,2025-01-02,Tahun Baru,5,17100,0.1169,Event Based Discount,0.0526,63,302
P0051434,105,2025-01-02,Tahun Baru,5,7300,0.0,Event Based Discount,0.1918,130,235
P0053200,105,2025-01-02,Tahun Baru,5,8500,0.1284,Event Based Discount,0.0353,150,215
P0051563,105,2025-01-02,Tahun Baru,5,47700,0.1406,Event Based Discount,0.1027,178,187
P0052850,105,2025-01-02,Tahun Baru,5,44900,0.0507,Event Based Discount,0.1648,45,320
P0054366,105,2025-01-02,Tahun Baru,5,6200,0.1322,Event Based Discount,0.0161,144,221
P0053538,105,2025-01-02,Tahun Baru,5,8500,0.0607,Event Based Discount,0.0941,124,241
P0050792,105,2025-01-02,Tahun Baru,5,15800,0.0875,Event Based Discount,0.1329,32,333
P0050843,105,2025-01-02,Tahun Baru,5,11661,0.1427,Event Based Discount,0.0138,79,286
P0054914,105,2025-01-02,Tahun Baru,5,29100,0.1435,Event Based Discount,0.0241,169,196
P0053942,105,2025-01-02,Tahun Baru,5,10433,0.4669,Expired Discount,0.0415,1,9
P0053346,105,2025-01-02,Tahun Baru,5,4600,0.0,Event Based Discount,0.1739,67,298
P0050105,105,2025-01-02,Tahun Baru,5,37000,0.0,Event Based Discount,0.1973,53,312
P0051815,105,2025-01-02,Tahun Baru,5,13300,0.1159,Event Based Discount,0.0301,98,267
P0054293,105,2025-01-02,Tahun Baru,5,50400,0.0671,Event Based Discount,0.121,34,331
P0056371,105,2025-01-02,Tahun Baru,5,12600,0.0,Event Based Discount,0.2222,79,286
P0049587,105,2025-01-02,Tahun Baru,5,58500,0.1013,Event Based Discount,0.053,98,267
P0054358,105,2025-01-02,Tahun Baru,5,17700,0.0848,Event Based Discount,0.1582,169,196
P0053241,105,2025-01-02,Tahun Baru,5,20600,0.0672,Event Based Discount,0.1311,111,254
P0051494,105,2025-01-02,Tahun Baru,5,18400,0.0583,Event Based Discount,0.1196,67,298
P0049724,105,2025-01-02,Tahun Baru,5,5900,0.1266,Event Based Discount,0.0678,178,187
P0054386,105,2025-01-02,Tahun Baru,5,21100,0.0553,Event Based Discount,0.1043,149,216
P0053715,105,2025-01-02,Tahun Baru,5,3400,0.0601,Event Based Discount,0.1471,169,196
P0053675,105,2025-01-02,Tahun Baru,5,4700,0.0,Event Based Discount,0.1702,18,347
P0055801,105,2025-01-02,Tahun Baru,5,36100,0.0,Event Based Discount,0.2244,47,318
P0051760,105,2025-01-02,Tahun Baru,5,19400,0.074,Event Based Discount,0.1186,51,314
P0054874,105,2025-01-02,Tahun Baru,5,24000,0.0,Event Based Discount,0.1292,160,205
P0051627,105,2025-01-02,Tahun Baru,5,12600,0.1251,Event Based Discount,0.0794,113,252
P0055514,105,2025-01-02,Tahun Baru,5,14700,0.089,Event Based Discount,0.0952,99,266
P0055392,105,2025-01-02,Tahun Baru,5,39900,0.1044,Event Based Discount,0.0627,86,279
P0049968,105,2025-01-02,Tahun Baru,5,37600,0.0777,Event Based Discount,0.0904,73,292
P0055318,105,2025-01-02,Tahun Baru,5,36800,0.0804,Event Based Discount,0.0842,175,190
P0051432,105,2025-01-02,Tahun Baru,5,22800,0.0684,Event Based Discount,0.1096,37,328
P0051539,105,2025-01-02,Tahun Baru,5,13800,0.0658,Event Based Discount,0.1304,163,202
P0053627,105,2025-01-02,Tahun Baru,5,6200,0.1428,Event Based Discount,0.0484,64,301
P0051427,105,2025-01-02,Tahun Baru,5,22750,0.0,Event Based Discount,0.1912,138,227
P0056516,105,2025-01-02,Tahun Baru,5,20756,0.4383,Expired Discount,0.0075,4,6
P0051901,105,2025-01-02,Tahun Baru,5,19150,0.0,Event Based Discount,0.1958,26,339
P0053358,105,2025-01-02,Tahun Baru,5,47700,0.0979,Event Based Discount,0.0671,83,282
P0051954,105,2025-01-02,Tahun Baru,5,15950,0.0,Event Based Discount,0.2038,159,206
P0055744,105,2025-01-02,Tahun Baru,5,70000,0.0514,Event Based Discount,0.1071,156,209
P0054882,105,2025-01-02,Tahun Baru,5,22700,0.1421,Event Based Discount,0.0088,139,226
P0052705,105,2025-01-02,Tahun Baru,5,3700,0.1288,Event Based Discount,0.1081,71,294
P0055283,105,2025-01-02,Tahun Baru,5,4200,0.0925,Event Based Discount,0.0476,174,191
P0050118,105,2025-01-02,Tahun Baru,5,43500,0.0802,Event Based Discount,0.0759,121,244
P0052221,105,2025-01-02,Tahun Baru,5,5500,0.1149,Event Based Discount,0.1091,38,327
P0052214,105,2025-01-02,Tahun Baru,5,14400,0.0841,Event Based Discount,0.0903,160,205
P0050771,105,2025-01-02,Tahun Baru,5,6600,0.0,Event Based Discount,0.197,73,292
P0050259,105,2025-01-02,Tahun Baru,5,12600,0.0733,Event Based Discount,0.1587,24,341
P0053983,105,2025-01-02,Tahun Baru,5,43700,0.076,Event Based Discount,0.0641,147,218
P0055714,105,2025-01-02,Tahun Baru,5,2700,0.1096,Event Based Discount,0.0741,156,209
P0056297,105,2025-01-02,Tahun Baru,5,13600,0.0781,Event Based Discount,0.1618,103,262
P0055389,105,2025-01-02,Tahun Baru,5,9500,0.0508,Event Based Discount,0.1474,161,204
P0051492,105,2025-01-02,Tahun Baru,5,4000,0.0,Event Based Discount,0.2,27,338
P0055723,105,2025-01-02,Tahun Baru,5,10800,0.1174,Event Based Discount,0.1204,30,335
P0050584,105,2025-01-02,Tahun Baru,5,7900,0.1292,Event Based Discount,0.0253,97,268
P0051124,105,2025-01-02,Tahun Baru,5,23200,0.0991,Event Based Discount,0.1121,51,314
P0049395,105,2025-01-02,Tahun Baru,5,19600,0.1076,Event Based Discount,0.1173,119,246
P0049740,105,2025-01-02,Tahun Baru,5,12300,0.0737,Event Based Discount,0.1301,69,296
P0049275,105,2025-01-02,Tahun Baru,5,18600,0.0,Event Based Discount,0.1667,146,219
P0052994,105,2025-01-02,Tahun Baru,5,7600,0.1365,Event Based Discount,0.0526,121,244
P0050715,105,2025-01-02,Tahun Baru,5,11600,0.0,Event Based Discount,0.1983,152,213
P0055242,105,2025-01-02,Tahun Baru,5,23000,0.0788,Event Based Discount,0.113,128,237
P0056297,105,2025-01-02,Tahun Baru,5,12900,0.1235,Event Based Discount,0.1163,154,211
P0049545,105,2025-01-02,Tahun Baru,5,12000,0.0,Event Based Discount,0.1583,32,333
P0051163,105,2025-01-02,Tahun Baru,5,39800,0.069,Event Based Discount,0.1482,65,300
P0054066,105,2025-01-02,Tahun Baru,5,2692,0.4505,Expired Discount,0.1456,5,5
