id_produk,minggu,tanggal_transaksi,current_event,id_toko,harga_promosi,diskon,tipe_diskon,margin_promosi,hari_jual,kedaluwarsa
P00027408,107,2025-01-17,Promo Akhir Pekan,3,69200,0.0936,Generic Product Discount,0.0685,61,669
P00030199,107,2025-01-17,Promo Akhir Pekan,3,24040,0.1466,Generic Product Discount,0.0166,82,283
P00023780,107,2025-01-17,Promo Akhir Pekan,3,7500,0.0561,Generic Product Discount,0.0887,45,320
P00031792,107,2025-01-17,Promo Akhir Pekan,3,2504,0.3855,Expired Discount,0.1605,10,4
P00025465,107,2025-01-17,Promo Akhir Pekan,3,5796,0.1723,Generic Product Discount,0.0188,58,672
P00019887,107,2025-01-17,Promo Akhir Pekan,3,26600,0.0905,Generic Product Discount,0.1515,141,224
P00024441,107,2025-01-17,Promo Akhir Pekan,3,29200,0.0705,Generic Product Discount,0.1582,85,280
P00024053,107,2025-01-17,Promo Akhir Pekan,3,13300,0.0984,Generic Product Discount,0.0883,133,232
P00032160,107,2025-01-17,Promo Akhir Pekan,3,9400,0.1025,Generic Product Discount,0.074,170,195
P00019720,107,2025-01-17,Promo Akhir Pekan,3,22000,0.1713,Generic Product Discount,0.003,135,230
P00019406,107,2025-01-17,Promo Akhir Pekan,3,25600,0.0768,Generic Product Discount,0.0959,33,332
P00024938,107,2025-01-17,Promo Akhir Pekan,3,11873,0.1691,Generic Product Discount,0.0216,169,-139
P00026631,107,2025-01-17,Promo Akhir Pekan,3,7900,0.179,Generic Product Discount,0.0024,85,280
P00020948,107,2025-01-17,Promo Akhir Pekan,3,20300,0.1223,Generic Product Discount,0.1173,42,323
P00028434,107,2025-01-17,Promo Akhir Pekan,3,9300,0.0637,Generic Product Discount,0.0884,162,203
P00031350,107,2025-01-17,Promo Akhir Pekan,3,27600,0.0751,Generic Product Discount,0.141,172,558
P00033279,107,2025-01-17,Promo Akhir Pekan,3,19000,0.1459,Generic Product Discount,0.0074,11,34
P00029921,107,2025-01-17,Promo Akhir Pekan,3,17600,0.0611,Generic Product Discount,0.1272,148,32
P00026276,107,2025-01-17,Promo Akhir Pekan,3,13886,0.1893,Generic Product Discount,0.0131,86,279
P00019202,107,2025-01-17,Promo Akhir Pekan,3,7800,0.1348,Generic Product Discount,0.0319,41,324
P00028760,107,2025-01-17,Promo Akhir Pekan,3,3700,0.1407,Generic Product Discount,0.0689,33,332
P00027274,107,2025-01-17,Promo Akhir Pekan,3,13500,0.1146,Generic Product Discount,0.0404,118,612
P00024993,107,2025-01-17,Promo Akhir Pekan,3,10003,0.1948,Generic Product Discount,0.0168,80,285
P00032376,107,2025-01-17,Promo Akhir Pekan,3,9100,0.0931,Generic Product Discount,0.1099,7,38
P00021359,107,2025-01-17,Promo Akhir Pekan,3,13800,0.1557,Generic Product Discount,0.027,108,257
P00032438,107,2025-01-17,Promo Akhir Pekan,3,17700,0.0802,Generic Product Discount,0.1098,91,274
P00021992,107,2025-01-17,Promo Akhir Pekan,3,24000,0.1412,Generic Product Discount,0.0636,84,281
P00023763,107,2025-01-17,Promo Akhir Pekan,3,18857,0.1547,Generic Product Discount,0.0196,22,343
P00024563,107,2025-01-17,Promo Akhir Pekan,3,3932,0.3111,Expired Discount,0.0359,6,8
P00030991,107,2025-01-17,Promo Akhir Pekan,3,9000,0.0965,Generic Product Discount,0.0741,168,197
P00028202,107,2025-01-17,Promo Akhir Pekan,3,6300,0.1218,Generic Product Discount,0.0357,64,301
P00024641,107,2025-01-17,Promo Akhir Pekan,3,13168,0.1311,Generic Product Discount,0.016,105,260
P00029127,107,2025-01-17,Promo Akhir Pekan,3,63107,0.3841,Expired Discount,0.0024,1,4
P00027634,107,2025-01-17,Promo Akhir Pekan,3,21054,0.1554,Generic Product Discount,0.0177,147,33
P00024477,107,2025-01-17,Promo Akhir Pekan,3,6800,0.1734,Generic Product Discount,0.0294,85,280
P00026250,107,2025-01-17,Promo Akhir Pekan,3,93342,0.4402,Expired Discount,0.0048,3,4
P00026368,107,2025-01-17,Promo Akhir Pekan,3,17400,0.1169,Generic Product Discount,0.1181,32,333
P00027812,107,2025-01-17,Promo Akhir Pekan,3,9100,0.1901,Generic Product Discount,0.0377,19,161
P00028857,107,2025-01-17,Promo Akhir Pekan,3,5100,0.0842,Generic Product Discount,0.121,164,201
P00025319,107,2025-01-17,Promo Akhir Pekan,3,7432,0.1786,Generic Product Discount,0.0565,56,309
P00021207,107,2025-01-17,Promo Akhir Pekan,3,2300,0.1003,Generic Product Discount,0.0748,69,-39
P00026823,107,2025-01-17,Promo Akhir Pekan,3,7800,0.0809,Generic Product Discount,0.0913,82,98
P00020434,107,2025-01-17,Promo Akhir Pekan,3,15354,0.3765,Expired Discount,0.0191,4,10
P00021848,107,2025-01-17,Promo Akhir Pekan,3,13000,0.1031,Generic Product Discount,0.1258,35,330
P00027377,107,2025-01-17,Promo Akhir Pekan,3,19500,0.1353,Generic Product Discount,0.0698,147,218
P00027521,107,2025-01-17,Promo Akhir Pekan,3,18800,0.0527,Generic Product Discount,0.1665,171,194
P00035798,107,2025-01-17,Promo Akhir Pekan,4,24300,0.1456,Generic Product Discount,0.0679,152,-122
P00035820,107,2025-01-17,Promo Akhir Pekan,4,8847,0.4644,Expired Discount,0.0467,8,6
P00040201,107,2025-01-17,Promo Akhir Pekan,4,6600,0.1731,Generic Product Discount,0.03,100,630
P00041468,107,2025-01-17,Promo Akhir Pekan,4,5100,0.1643,Generic Product Discount,0.069,40,690
P00041250,107,2025-01-17,Promo Akhir Pekan,4,46722,0.3684,Expired Discount,0.0073,3,2
P00038389,107,2025-01-17,Promo Akhir Pekan,4,24300,0.1254,Generic Product Discount,0.1007,162,203
P00046346,107,2025-01-17,Promo Akhir Pekan,4,2600,0.1579,Generic Product Discount,0.0554,95,85
P00037265,107,2025-01-17,Promo Akhir Pekan,4,3481,0.3345,Expired Discount,0.1163,8,6
P00040660,107,2025-01-17,Promo Akhir Pekan,4,18600,0.1514,Generic Product Discount,0.0034,162,203
P00034105,107,2025-01-17,Promo Akhir Pekan,4,10200,0.0555,Generic Product Discount,0.1408,71,294
P00042668,107,2025-01-17,Promo Akhir Pekan,4,16900,0.1131,Generic Product Discount,0.0665,33,332
P00042006,107,2025-01-17,Promo Akhir Pekan,4,17300,0.1212,Generic Product Discount,0.0229,114,66
P00042698,107,2025-01-17,Promo Akhir Pekan,4,10500,0.0661,Generic Product Discount,0.1643,65,300
P00034921,107,2025-01-17,Promo Akhir Pekan,4,9300,0.1222,Generic Product Discount,0.1077,128,237
P00041227,107,2025-01-17,Promo Akhir Pekan,4,5900,0.0812,Generic Product Discount,0.1319,54,676
P00040530,107,2025-01-17,Promo Akhir Pekan,4,19500,0.0778,Generic Product Discount,0.0702,119,246
P00040420,107,2025-01-17,Promo Akhir Pekan,4,17000,0.0736,Generic Product Discount,0.0974,55,310
P00039829,107,2025-01-17,Promo Akhir Pekan,4,16500,0.1483,Generic Product Discount,0.0518,33,332
P00043871,107,2025-01-17,Promo Akhir Pekan,4,9600,0.0828,Generic Product Discount,0.1067,35,145
P00042440,107,2025-01-17,Promo Akhir Pekan,4,7800,0.1241,Generic Product Discount,0.1033,22,248
P00043033,107,2025-01-17,Promo Akhir Pekan,4,10000,0.0785,Generic Product Discount,0.0716,119,611
P00044927,107,2025-01-17,Promo Akhir Pekan,4,2800,0.0879,Generic Product Discount,0.14,16,349
P00045730,107,2025-01-17,Promo Akhir Pekan,4,27000,0.1309,Generic Product Discount,0.1059,166,-136
P00042549,107,2025-01-17,Promo Akhir Pekan,4,13000,0.1369,Generic Product Discount,0.0885,69,296
P00036634,107,2025-01-17,Promo Akhir Pekan,4,22400,0.1023,Generic Product Discount,0.1352,23,342
P00038747,107,2025-01-17,Promo Akhir Pekan,4,23200,0.0664,Generic Product Discount,0.0707,102,263
P00038233,107,2025-01-17,Promo Akhir Pekan,4,27600,0.0744,Generic Product Discount,0.1635,124,241
P00039988,107,2025-01-17,Promo Akhir Pekan,4,7500,0.1316,Generic Product Discount,0.0177,34,1061
P00034771,107,2025-01-17,Promo Akhir Pekan,4,19161,0.1744,Generic Product Discount,0.0254,41,324
P00046443,107,2025-01-17,Promo Akhir Pekan,4,8900,0.0913,Generic Product Discount,0.1131,165,200
P00045906,107,2025-01-17,Promo Akhir Pekan,4,22537,0.3322,Expired Discount,0.014,7,3
P00035430,107,2025-01-17,Promo Akhir Pekan,4,20000,0.189,Generic Product Discount,0.0095,173,192
P00043058,107,2025-01-17,Promo Akhir Pekan,4,3381,0.4148,Expired Discount,0.0994,5,9
P00045132,107,2025-01-17,Promo Akhir Pekan,4,17700,0.1137,Generic Product Discount,0.0256,170,195
P00036515,107,2025-01-17,Promo Akhir Pekan,4,22800,0.1614,Generic Product Discount,0.0211,148,217
P00040595,107,2025-01-17,Promo Akhir Pekan,4,24200,0.157,Generic Product Discount,0.0393,137,228
P00042315,107,2025-01-17,Promo Akhir Pekan,4,10100,0.1417,Generic Product Discount,0.095,89,276
P00039981,107,2025-01-17,Promo Akhir Pekan,4,22500,0.0518,Generic Product Discount,0.1809,24,341
P00044217,107,2025-01-17,Promo Akhir Pekan,4,17014,0.1798,Generic Product Discount,0.0263,139,591
P00043055,107,2025-01-17,Promo Akhir Pekan,4,26000,0.1752,Generic Product Discount,0.0603,171,194
P00043902,107,2025-01-17,Promo Akhir Pekan,4,7300,0.1097,Generic Product Discount,0.0804,147,218
P00033772,107,2025-01-17,Promo Akhir Pekan,4,6900,0.0739,Generic Product Discount,0.0801,105,260
P00036819,107,2025-01-17,Promo Akhir Pekan,4,6300,0.0845,Generic Product Discount,0.1132,28,337
P00044337,107,2025-01-17,Promo Akhir Pekan,4,23400,0.1356,Generic Product Discount,0.0426,119,246
P00035513,107,2025-01-17,Promo Akhir Pekan,4,42005,0.3815,Expired Discount,0.0072,2,5
P00035997,107,2025-01-17,Promo Akhir Pekan,4,7900,0.1258,Generic Product Discount,0.0438,37,328
P00040521,107,2025-01-17,Promo Akhir Pekan,4,23665,0.1859,Generic Product Discount,0.0073,77,653
P00038577,107,2025-01-17,Promo Akhir Pekan,4,14600,0.0749,Generic Product Discount,0.1145,171,194
P00039955,107,2025-01-17,Promo Akhir Pekan,4,26300,0.0596,Generic Product Discount,0.1102,105,260
P00043339,107,2025-01-17,Promo Akhir Pekan,4,16400,0.1816,Generic Product Discount,0.0234,161,379
P00034639,107,2025-01-17,Promo Akhir Pekan,4,9400,0.0882,Generic Product Discount,0.104,82,283
P00046663,107,2025-01-17,Promo Akhir Pekan,4,17300,0.124,Generic Product Discount,0.1039,124,241
P00034845,107,2025-01-17,Promo Akhir Pekan,4,11035,0.3927,Expired Discount,0.0101,7,7
P00035865,107,2025-01-17,Promo Akhir Pekan,4,13771,0.4212,Expired Discount,0.014,2,8
P00035159,107,2025-01-17,Promo Akhir Pekan,4,61878,0.4544,Expired Discount,0.0061,3,4
P00040088,107,2025-01-17,Promo Akhir Pekan,4,7156,0.1817,Generic Product Discount,0.0565,36,329
P00044304,107,2025-01-17,Promo Akhir Pekan,4,23000,0.0801,Generic Product Discount,0.1393,29,241
P00039227,107,2025-01-17,Promo Akhir Pekan,4,20800,0.1604,Generic Product Discount,0.0683,23,67
P00037120,107,2025-01-17,Promo Akhir Pekan,4,12500,0.092,Generic Product Discount,0.0524,34,331
P00039395,107,2025-01-17,Promo Akhir Pekan,4,15021,0.357,Expired Discount,0.0195,4,6
P00035206,107,2025-01-17,Promo Akhir Pekan,4,8396,0.494,Expired Discount,0.049,28,2
P00040310,107,2025-01-17,Promo Akhir Pekan,4,9100,0.0545,Generic Product Discount,0.087,83,282
P00039658,107,2025-01-17,Promo Akhir Pekan,4,15500,0.0702,Generic Product Discount,0.1638,33,332
P00035857,107,2025-01-17,Promo Akhir Pekan,4,25100,0.0783,Generic Product Discount,0.1416,51,314
P00045595,107,2025-01-17,Promo Akhir Pekan,4,6242,0.1931,Generic Product Discount,0.0533,36,329
P00040872,107,2025-01-17,Promo Akhir Pekan,4,6597,0.4362,Expired Discount,0.0359,9,5
P00039225,107,2025-01-17,Promo Akhir Pekan,4,15000,0.0883,Generic Product Discount,0.1515,144,951
P00039815,107,2025-01-17,Promo Akhir Pekan,4,24700,0.1529,Generic Product Discount,0.0178,132,233
P00034021,107,2025-01-17,Promo Akhir Pekan,4,42200,0.0702,Generic Product Discount,0.1163,44,686
P00035439,107,2025-01-17,Promo Akhir Pekan,4,3700,0.0897,Generic Product Discount,0.0835,102,263
P00042027,107,2025-01-17,Promo Akhir Pekan,4,32807,0.1987,Generic Product Discount,0.0097,108,622
P00045576,107,2025-01-17,Promo Akhir Pekan,4,41720,0.3324,Expired Discount,0.008,1,6
P00038759,107,2025-01-17,Promo Akhir Pekan,4,25200,0.1494,Generic Product Discount,0.0279,152,578
P00039147,107,2025-01-17,Promo Akhir Pekan,4,25000,0.0676,Generic Product Discount,0.0906,126,239
P00044670,107,2025-01-17,Promo Akhir Pekan,4,26600,0.1219,Generic Product Discount,0.0962,30,15
P00039835,107,2025-01-17,Promo Akhir Pekan,4,16300,0.0969,Generic Product Discount,0.1287,133,597
P00042433,107,2025-01-17,Promo Akhir Pekan,4,17480,0.1911,Generic Product Discount,0.0132,67,298
P00038307,107,2025-01-17,Promo Akhir Pekan,4,4000,0.0892,Generic Product Discount,0.0892,15,350
P00041193,107,2025-01-17,Promo Akhir Pekan,4,15900,0.0895,Generic Product Discount,0.1167,147,33
P00038747,107,2025-01-17,Promo Akhir Pekan,4,21737,0.1703,Generic Product Discount,0.0082,180,185
P00043762,107,2025-01-17,Promo Akhir Pekan,4,19700,0.1046,Generic Product Discount,0.034,32,333
P00045274,107,2025-01-17,Promo Akhir Pekan,4,22094,0.1541,Generic Product Discount,0.0218,44,321
P00044896,107,2025-01-17,Promo Akhir Pekan,4,7800,0.1363,Generic Product Discount,0.0527,50,315
P00042840,107,2025-01-17,Promo Akhir Pekan,4,11800,0.1769,Generic Product Discount,0.0051,86,279
P00041206,107,2025-01-17,Promo Akhir Pekan,4,13700,0.1126,Generic Product Discount,0.0252,84,281
P00038773,107,2025-01-17,Promo Akhir Pekan,4,5576,0.182,Generic Product Discount,0.0891,151,214
P00035892,107,2025-01-17,Promo Akhir Pekan,4,23802,0.1608,Generic Product Discount,0.0063,168,197
P00046179,107,2025-01-17,Promo Akhir Pekan,4,11900,0.1202,Generic Product Discount,0.0755,42,323
P00039027,107,2025-01-17,Promo Akhir Pekan,4,19600,0.1287,Generic Product Discount,0.0691,65,300
P00037462,107,2025-01-17,Promo Akhir Pekan,4,5300,0.118,Generic Product Discount,0.0562,70,295
P00034045,107,2025-01-17,Promo Akhir Pekan,4,25195,0.1548,Generic Product Discount,0.0108,160,205
P00035467,107,2025-01-17,Promo Akhir Pekan,4,7600,0.1414,Generic Product Discount,0.0238,114,251
P00035159,107,2025-01-17,Promo Akhir Pekan,4,61814,0.3621,Expired Discount,0.005,2,5
P00039912,107,2025-01-17,Promo Akhir Pekan,4,12200,0.1189,Generic Product Discount,0.1218,25,340
P00041886,107,2025-01-17,Promo Akhir Pekan,4,23100,0.0546,Generic Product Discount,0.1016,136,229
P00034376,107,2025-01-17,Promo Akhir Pekan,4,20600,0.0876,Generic Product Discount,0.1456,103,77
P00036947,107,2025-01-17,Promo Akhir Pekan,4,20900,0.0573,Generic Product Discount,0.1802,153,577
P00035097,107,2025-01-17,Promo Akhir Pekan,4,16200,0.0758,Generic Product Discount,0.1676,25,340
P00038206,107,2025-01-17,Promo Akhir Pekan,4,21170,0.3088,Expired Discount,0.0235,7,7
P00044408,107,2025-01-17,Promo Akhir Pekan,4,18600,0.1229,Generic Product Discount,0.0634,121,609
P00043605,107,2025-01-17,Promo Akhir Pekan,4,24100,0.0952,Generic Product Discount,0.1355,147,218
P00040603,107,2025-01-17,Promo Akhir Pekan,4,5900,0.1906,Generic Product Discount,0.0231,135,230
P00039102,107,2025-01-17,Promo Akhir Pekan,4,10000,0.1347,Generic Product Discount,0.076,31,334
P00033869,107,2025-01-17,Promo Akhir Pekan,4,26000,0.1128,Generic Product Discount,0.1038,22,23
P00041242,107,2025-01-17,Promo Akhir Pekan,4,14184,0.3186,Expired Discount,0.0222,10,4
P00034328,107,2025-01-17,Promo Akhir Pekan,4,10263,0.1752,Generic Product Discount,0.0422,74,291
P00044272,107,2025-01-17,Promo Akhir Pekan,4,21600,0.1159,Generic Product Discount,0.0528,21,344
P00040965,107,2025-01-17,Promo Akhir Pekan,4,13600,0.129,Generic Product Discount,0.0086,99,266
P00045555,107,2025-01-17,Promo Akhir Pekan,4,10619,0.1828,Generic Product Discount,0.0171,133,232
P00036470,107,2025-01-17,Promo Akhir Pekan,4,13700,0.1078,Generic Product Discount,0.0528,64,476
P00044975,107,2025-01-17,Promo Akhir Pekan,4,11519,0.3862,Expired Discount,0.0212,7,7
P00033817,107,2025-01-17,Promo Akhir Pekan,4,21800,0.1768,Generic Product Discount,0.0611,178,187
P00043181,107,2025-01-17,Promo Akhir Pekan,4,23400,0.1855,Generic Product Discount,0.0399,44,496
P00034049,107,2025-01-17,Promo Akhir Pekan,4,16500,0.0865,Generic Product Discount,0.1287,100,265
P00039862,107,2025-01-17,Promo Akhir Pekan,4,14400,0.1092,Generic Product Discount,0.0949,155,210
P00035147,107,2025-01-17,Promo Akhir Pekan,4,6474,0.4289,Expired Discount,0.0496,2,8
P00041571,107,2025-01-17,Promo Akhir Pekan,4,10300,0.1536,Generic Product Discount,0.0742,152,-62
P00046163,107,2025-01-17,Promo Akhir Pekan,4,11000,0.1303,Generic Product Discount,0.0071,69,661
P00037171,107,2025-01-17,Promo Akhir Pekan,4,2300,0.0858,Generic Product Discount,0.0987,18,347
P00038618,107,2025-01-17,Promo Akhir Pekan,4,23500,0.1323,Generic Product Discount,0.0006,53,312
P00034152,107,2025-01-17,Promo Akhir Pekan,4,13900,0.0733,Generic Product Discount,0.1358,73,657
P00041257,107,2025-01-17,Promo Akhir Pekan,4,11600,0.0653,Generic Product Discount,0.1289,123,972
P00044745,107,2025-01-17,Promo Akhir Pekan,4,2331,0.1691,Generic Product Discount,0.0901,116,249
P00036540,107,2025-01-17,Promo Akhir Pekan,4,12100,0.0706,Generic Product Discount,0.1723,23,342
P00037471,107,2025-01-17,Promo Akhir Pekan,4,7400,0.107,Generic Product Discount,0.0664,140,225
P00038708,107,2025-01-17,Promo Akhir Pekan,4,20994,0.1682,Generic Product Discount,0.0057,28,242
P00037174,107,2025-01-17,Promo Akhir Pekan,4,35000,0.0743,Generic Product Discount,0.1023,16,714
P00038326,107,2025-01-17,Promo Akhir Pekan,4,14400,0.1382,Generic Product Discount,0.0361,160,205
P00038313,107,2025-01-17,Promo Akhir Pekan,4,18600,0.1216,Generic Product Discount,0.0639,44,321
P00046325,107,2025-01-17,Promo Akhir Pekan,4,3500,0.0863,Generic Product Discount,0.1266,168,927
P00035039,107,2025-01-17,Promo Akhir Pekan,4,10800,0.1557,Generic Product Discount,0.0853,72,658
P00040370,107,2025-01-17,Promo Akhir Pekan,4,23100,0.0997,Generic Product Discount,0.1319,131,-41
P00037722,107,2025-01-17,Promo Akhir Pekan,4,15500,0.118,Generic Product Discount,0.1012,25,705
P00036438,107,2025-01-17,Promo Akhir Pekan,4,24200,0.1499,Generic Product Discount,0.0751,141,224
P00035068,107,2025-01-17,Promo Akhir Pekan,4,24400,0.1092,Generic Product Discount,0.0852,56,309
P00037582,107,2025-01-17,Promo Akhir Pekan,4,17900,0.0983,Generic Product Discount,0.1214,176,189
P00035540,107,2025-01-17,Promo Akhir Pekan,4,26300,0.1823,Generic Product Discount,0.0536,45,495
P00041192,107,2025-01-17,Promo Akhir Pekan,4,13838,0.3164,Expired Discount,0.0136,169,11
P00036593,107,2025-01-17,Promo Akhir Pekan,4,22100,0.0721,Generic Product Discount,0.171,102,263
P00040350,107,2025-01-17,Promo Akhir Pekan,4,4130,0.1921,Generic Product Discount,0.0479,69,296
P00040091,107,2025-01-17,Promo Akhir Pekan,4,18079,0.1448,Generic Product Discount,0.0147,50,1045
P00045121,107,2025-01-17,Promo Akhir Pekan,4,18200,0.1408,Generic Product Discount,0.0898,54,1041
P00037335,107,2025-01-17,Promo Akhir Pekan,4,2400,0.1793,Generic Product Discount,0.0121,101,264
P00035321,107,2025-01-17,Promo Akhir Pekan,4,19000,0.059,Generic Product Discount,0.1104,116,249
P00033734,107,2025-01-17,Promo Akhir Pekan,4,22000,0.1528,Generic Product Discount,0.0414,96,269
P00037754,107,2025-01-17,Promo Akhir Pekan,4,22900,0.1223,Generic Product Discount,0.0992,92,273
P00042566,107,2025-01-17,Promo Akhir Pekan,4,6600,0.0798,Generic Product Discount,0.1373,21,709
P00041093,107,2025-01-17,Promo Akhir Pekan,4,14131,0.3756,Expired Discount,0.0158,4,10
P00038772,107,2025-01-17,Promo Akhir Pekan,4,5400,0.0614,Generic Product Discount,0.0772,131,599
P00037181,107,2025-01-17,Promo Akhir Pekan,4,7778,0.158,Generic Product Discount,0.039,144,586
P00038501,107,2025-01-17,Promo Akhir Pekan,4,24200,0.0724,Generic Product Discount,0.0766,116,249
P00042445,107,2025-01-17,Promo Akhir Pekan,4,23000,0.1248,Generic Product Discount,0.0482,143,222
P00035241,107,2025-01-17,Promo Akhir Pekan,4,10400,0.1043,Generic Product Discount,0.0453,111,254
P00041261,107,2025-01-17,Promo Akhir Pekan,4,23100,0.0807,Generic Product Discount,0.0769,140,225
P00042902,107,2025-01-17,Promo Akhir Pekan,4,25700,0.0692,Generic Product Discount,0.0851,60,305
P00045744,107,2025-01-17,Promo Akhir Pekan,4,23200,0.1346,Generic Product Discount,0.0945,43,227
P00042634,107,2025-01-17,Promo Akhir Pekan,4,7200,0.0706,Generic Product Discount,0.0868,102,263
P00050623,107,2025-01-17,Promo Akhir Pekan,5,8500,0.1757,Generic Product Discount,0.0055,155,210
P00050972,107,2025-01-17,Promo Akhir Pekan,5,18500,0.1676,Generic Product Discount,0.0698,119,246
P00051424,107,2025-01-17,Promo Akhir Pekan,5,21400,0.0579,Generic Product Discount,0.1308,20,710
P00052177,107,2025-01-17,Promo Akhir Pekan,5,24557,0.1964,Generic Product Discount,0.0171,39,501
P00053600,107,2025-01-17,Promo Akhir Pekan,5,14863,0.1859,Generic Product Discount,0.02,79,286
P00053527,107,2025-01-17,Promo Akhir Pekan,5,7200,0.0754,Generic Product Discount,0.0947,133,232
P00049878,107,2025-01-17,Promo Akhir Pekan,5,42767,0.3789,Expired Discount,0.0069,4,3
P00051787,107,2025-01-17,Promo Akhir Pekan,5,12900,0.0581,Generic Product Discount,0.0821,139,226
P00052118,107,2025-01-17,Promo Akhir Pekan,5,6100,0.0516,Generic Product Discount,0.1895,96,999
P00047144,107,2025-01-17,Promo Akhir Pekan,5,8700,0.0819,Generic Product Discount,0.0655,51,314
P00049126,107,2025-01-17,Promo Akhir Pekan,5,9900,0.0747,Generic Product Discount,0.1662,175,-145
P00050257,107,2025-01-17,Promo Akhir Pekan,5,25100,0.0507,Generic Product Discount,0.0984,23,342
P00049709,107,2025-01-17,Promo Akhir Pekan,5,4500,0.0571,Generic Product Discount,0.1111,92,638
P00047239,107,2025-01-17,Promo Akhir Pekan,5,12600,0.0947,Generic Product Discount,0.1472,36,504
P00049673,107,2025-01-17,Promo Akhir Pekan,5,3200,0.0722,Generic Product Discount,0.1675,51,314
P00048421,107,2025-01-17,Promo Akhir Pekan,5,8400,0.1798,Generic Product Discount,0.061,81,284
P00048799,107,2025-01-17,Promo Akhir Pekan,5,22700,0.194,Generic Product Discount,0.0325,98,82
P00053039,107,2025-01-17,Promo Akhir Pekan,5,4500,0.0793,Generic Product Discount,0.1333,11,34
P00053221,107,2025-01-17,Promo Akhir Pekan,5,16300,0.1695,Generic Product Discount,0.0255,43,322
P00046992,107,2025-01-17,Promo Akhir Pekan,5,19590,0.3224,Expired Discount,0.0094,1,9
P00053199,107,2025-01-17,Promo Akhir Pekan,5,16800,0.1485,Generic Product Discount,0.0793,25,20
P00050077,107,2025-01-17,Promo Akhir Pekan,5,20000,0.0978,Generic Product Discount,0.0338,165,200
P00051802,107,2025-01-17,Promo Akhir Pekan,5,15000,0.1042,Generic Product Discount,0.1267,84,281
P00049258,107,2025-01-17,Promo Akhir Pekan,5,21000,0.1284,Generic Product Discount,0.005,139,226
P00052420,107,2025-01-17,Promo Akhir Pekan,5,9254,0.1463,Generic Product Discount,0.0233,169,926
P00050237,107,2025-01-17,Promo Akhir Pekan,5,10300,0.1521,Generic Product Discount,0.0289,94,446
P00048698,107,2025-01-17,Promo Akhir Pekan,5,8000,0.1102,Generic Product Discount,0.0611,161,204
P00054109,107,2025-01-17,Promo Akhir Pekan,5,15400,0.1894,Generic Product Discount,0.0114,34,331
P00047946,107,2025-01-17,Promo Akhir Pekan,5,2300,0.1452,Generic Product Discount,0.1017,163,202
P00049338,107,2025-01-17,Promo Akhir Pekan,5,13900,0.1164,Generic Product Discount,0.0476,43,322
P00050523,107,2025-01-17,Promo Akhir Pekan,5,10000,0.1032,Generic Product Discount,0.0904,104,261
P00053473,107,2025-01-17,Promo Akhir Pekan,5,2800,0.0771,Generic Product Discount,0.1464,109,256
P00048109,107,2025-01-17,Promo Akhir Pekan,5,4400,0.1427,Generic Product Discount,0.0716,115,-25
P00052613,107,2025-01-17,Promo Akhir Pekan,5,6200,0.1459,Generic Product Discount,0.0198,27,18
P00048238,107,2025-01-17,Promo Akhir Pekan,5,2300,0.0886,Generic Product Discount,0.0757,172,193
P00050196,107,2025-01-17,Promo Akhir Pekan,5,16900,0.0719,Generic Product Discount,0.1454,99,266
P00047364,107,2025-01-17,Promo Akhir Pekan,5,79299,0.4296,Expired Discount,0.003,1,6
P00053530,107,2025-01-17,Promo Akhir Pekan,5,17400,0.1731,Generic Product Discount,0.0545,78,-48
P00052474,107,2025-01-17,Promo Akhir Pekan,5,10800,0.5,BOGO,0.0322,93,272
P00046993,107,2025-01-17,Promo Akhir Pekan,5,5600,0.1317,Generic Product Discount,0.0766,95,270
P00053652,107,2025-01-17,Promo Akhir Pekan,5,24900,0.0995,Generic Product Discount,0.0862,21,24
P00051688,107,2025-01-17,Promo Akhir Pekan,5,4000,0.1731,Generic Product Discount,0.0295,16,29
P00048820,107,2025-01-17,Promo Akhir Pekan,5,11800,0.1274,Generic Product Discount,0.0949,60,305
P00052995,107,2025-01-17,Promo Akhir Pekan,5,2307,0.1348,Generic Product Discount,0.0442,65,665
P00051768,107,2025-01-17,Promo Akhir Pekan,5,5366,0.1848,Generic Product Discount,0.0865,17,28
P00048211,107,2025-01-17,Promo Akhir Pekan,5,18400,0.1527,Generic Product Discount,0.0826,22,343
P00053749,107,2025-01-17,Promo Akhir Pekan,5,7100,0.1203,Generic Product Discount,0.0846,128,-98
P00050206,107,2025-01-17,Promo Akhir Pekan,5,9300,0.1954,Generic Product Discount,0.0022,150,215
P00049326,107,2025-01-17,Promo Akhir Pekan,5,21900,0.1411,Generic Product Discount,0.0084,41,1054
P00049134,107,2025-01-17,Promo Akhir Pekan,5,15754,0.1743,Generic Product Discount,0.0225,163,202
P00051546,107,2025-01-17,Promo Akhir Pekan,5,14100,0.1293,Generic Product Discount,0.0404,118,977
P00049970,107,2025-01-17,Promo Akhir Pekan,5,6200,0.1825,Generic Product Discount,0.0032,154,211
P00052011,107,2025-01-17,Promo Akhir Pekan,5,2700,0.0664,Generic Product Discount,0.0885,112,983
P00048742,107,2025-01-17,Promo Akhir Pekan,5,14555,0.1857,Generic Product Discount,0.0308,76,289
P00052814,107,2025-01-17,Promo Akhir Pekan,5,30000,0.0565,Generic Product Discount,0.1704,101,264
P00052061,107,2025-01-17,Promo Akhir Pekan,5,17660,0.4438,Expired Discount,0.0133,5,9
